Wavelength (nm),Rx (dB),Tx (dB)
1525.630914,-38.8439339,-0.1197429
1525.63335,-38.3377529,-0.1321939
1525.635786,-37.772642,-0.1240803
1525.638223,-37.4339429,-0.1225122
1525.640659,-37.6756023,-0.1268992
1525.643096,-37.6072808,-0.1308381
1525.645532,-37.2383666,-0.1178458
1525.647969,-37.0798002,-0.1308684
1525.650405,-37.8387886,-0.1228862
1525.652842,-38.2774904,-0.1283634
1525.655278,-38.9610725,-0.123778
1525.657715,-39.4206428,-0.1322021
1525.660151,-40.1913601,-0.1070611
1525.662588,-41.4582708,-0.1133713
1525.665024,-41.9416528,-0.1037522
1525.667461,-42.6726311,-0.1200876
1525.669897,-44.0965538,-0.1003668
1525.672334,-45.4011469,-0.1213504
1525.67477,-45.8778634,-0.1009476
1525.677207,-48.2265771,-0.106243
1525.679643,-47.7903088,-0.1091391
1525.68208,-48.3148711,-0.1219351
1525.684516,-50.3418836,-0.102024
1525.686952,-49.2902468,-0.1157506
1525.689389,-53.0122858,-0.1147111
1525.691825,-50.987691,-0.1122448
1525.694262,-49.1212314,-0.1102092
1525.696698,-50.5810615,-0.1001329
1525.699135,-47.2908623,-0.0904007
1525.701571,-46.298248,-0.0960104
1525.704008,-45.0980533,-0.0971321
1525.706444,-42.2522302,-0.0983334
1525.708881,-41.0301946,-0.097679
1525.711317,-39.6300513,-0.1098547
1525.713754,-38.3906398,-0.0909245
1525.71619,-36.7876521,-0.1006711
1525.718627,-36.108614,-0.0920804
1525.721063,-35.8687069,-0.0979236
1525.7235,-35.3729946,-0.0931392
1525.725936,-34.8764554,-0.1045405
1525.728373,-35.0422012,-0.1030709
1525.730809,-35.4283615,-0.0937525
1525.733246,-36.1259312,-0.0862569
1525.735682,-37.0666435,-0.0921526
1525.738118,-39.8609234,-0.0930618
1525.740555,-43.9634452,-0.0885909
1525.742991,-48.5696505,-0.0801732
1525.745428,-43.8287509,-0.0939243
1525.747864,-37.1895522,-0.0913371
1525.750301,-32.8075393,-0.0854243
1525.752737,-29.4176659,-0.0941061
1525.755174,-26.7276778,-0.1026567
1525.75761,-24.5047686,-0.107582
1525.760047,-22.448192,-0.1062133
1525.762483,-20.665193,-0.1147562
1525.76492,-19.1024305,-0.1231276
1525.767356,-17.6765683,-0.1502938
1525.769793,-16.4119271,-0.1671928
1525.772229,-15.2343116,-0.1927569
1525.774666,-14.1068845,-0.2260119
1525.777102,-13.0820481,-0.2537446
1525.779539,-12.1381096,-0.2963575
1525.781975,-11.265193,-0.3464351
1525.784412,-10.4994741,-0.4082582
1525.786848,-9.7948724,-0.4714422
1525.789284,-9.1233276,-0.5290504
1525.791721,-8.5031553,-0.6037562
1525.794157,-7.9445311,-0.6841308
1525.796594,-7.4390473,-0.7635686
1525.79903,-6.9555527,-0.8516945
1525.801467,-6.5163256,-0.9371214
1525.803903,-6.1290696,-1.0238043
1525.80634,-5.7938836,-1.1116374
1525.808776,-5.4752808,-1.1978656
1525.811213,-5.1727336,-1.2862599
1525.813649,-4.9251767,-1.3742665
1525.816086,-4.7041265,-1.4550534
1525.818522,-4.5090541,-1.5171214
1525.820959,-4.3553964,-1.5786807
1525.823395,-4.2153671,-1.6358222
1525.825832,-4.0987233,-1.6891944
1525.828268,-3.9977654,-1.7318381
1525.830705,-3.9209447,-1.7706221
1525.833141,-3.8810579,-1.7913616
1525.835578,-3.8617548,-1.80765
1525.838014,-3.8394899,-1.8080675
1525.840451,-3.829437,-1.7983243
1525.842887,-3.8671082,-1.7790279
1525.845323,-3.901943,-1.7658961
1525.84776,-3.9616082,-1.7272287
1525.850196,-4.0583568,-1.6809109
1525.852633,-4.1804446,-1.6267063
1525.855069,-4.3250959,-1.5752224
1525.857506,-4.4743123,-1.504456
1525.859942,-4.6637638,-1.4342679
1525.862379,-4.8380458,-1.3593748
1525.864815,-5.0667192,-1.2803456
1525.867252,-5.322467,-1.1962565
1525.869688,-5.6287345,-1.1102492
1525.872125,-5.9547993,-1.0251169
1525.874561,-6.3109991,-0.9379541
1525.876998,-6.6964518,-0.8569666
1525.879434,-7.1216747,-0.7618486
1525.881871,-7.6101103,-0.6753939
1525.884307,-8.1161271,-0.6123691
1525.886744,-8.6730176,-0.5466661
1525.88918,-9.2654126,-0.4773793
1525.891617,-9.944654,-0.4099833
1525.894053,-10.5972254,-0.3565203
1525.896489,-11.3728364,-0.3012218
1525.898926,-12.1454852,-0.2556784
1525.901362,-12.9808906,-0.220665
1525.903799,-13.8759537,-0.1942624
1525.906235,-14.8239654,-0.1477421
1525.908672,-15.866642,-0.1366982
1525.911108,-16.8936973,-0.1151791
1525.913545,-18.044231,-0.0985161
1525.915981,-19.2460761,-0.0787957
1525.918418,-20.5667371,-0.0834083
1525.920854,-21.8360515,-0.0623379
1525.923291,-23.2409264,-0.0467928
1525.925727,-24.7384856,-0.0517002
1525.928164,-26.1678273,-0.0522405
1525.9306,-27.613156,-0.0403551
1525.933037,-29.3806876,-0.0406991
1525.935473,-31.1171666,-0.0452108
1525.93791,-32.6658629,-0.0397074
1525.940346,-34.0835018,-0.0338116
1525.942783,-35.5411666,-0.0363552
1525.945219,-36.5209883,-0.0369875
1525.947655,-37.4043646,-0.0383099
1525.950092,-38.0918369,-0.0315831
1525.952528,-38.1944475,-0.0280022
1525.954965,-37.9396156,-0.0282423
1525.957401,-38.1802647,-0.0307505
1525.959838,-37.6148041,-0.0376139
1525.962274,-37.5271324,-0.0308708
1525.964711,-37.0923272,-0.025831
1525.967147,-36.5985841,-0.0240576
1525.969584,-36.8652874,-0.0273018
1525.97202,-36.6470644,-0.0323992
1525.974457,-36.5515711,-0.0291692
1525.976893,-36.3391556,-0.0260415
1525.97933,-36.418032,-0.0269237
1525.981766,-36.8513478,-0.0284073
1525.984203,-37.0001117,-0.0276521
1525.986639,-37.4590302,-0.0309456
1525.989076,-38.0193418,-0.0267544
1525.991512,-38.3123457,-0.023708
1525.993949,-39.2410085,-0.02333
1525.996385,-39.9263312,-0.0263171
1525.998821,-40.955403,-0.0270554
1526.001258,-42.2788552,-0.025794
1526.003694,-43.8490392,-0.0189235
1526.006131,-44.7916083,-0.0194309
1526.008567,-46.796196,-0.0240977
1526.011004,-49.3910402,-0.0219431
1526.01344,-49.3924309,-0.0262582
1526.015877,-49.2973739,-0.02894
1526.018313,-49.0389179,-0.0253917
1526.02075,-48.3341094,-0.0219383
1526.023186,-47.3748343,-0.0258497
1526.025623,-46.3537834,-0.027552
1526.028059,-46.8274027,-0.0230933
1526.030496,-46.6322333,-0.0254061
1526.032932,-46.2156971,-0.0170083
1526.035369,-47.3909981,-0.0210566
1526.037805,-47.4851608,-0.024064
1526.040242,-48.4155382,-0.0261415
1526.042678,-48.6877648,-0.0216237
1526.045115,-48.884102,-0.0202777
1526.047551,-48.068422,-0.0280082
1526.049987,-48.6452866,-0.01971
1526.052424,-47.8140022,-0.0207518
1526.05486,-46.6578405,-0.0073205
1526.057297,-45.0041776,-0.0166794
1526.059733,-43.9409712,-0.0068679
1526.06217,-42.5093891,-0.0229459
1526.064606,-41.7051404,-0.0188891
1526.067043,-41.4365349,-0.0098665
1526.069479,-39.9215895,-0.0007549
1526.071916,-39.4275679,-0.0133156
1526.074352,-38.7211101,-0.0110525
1526.076789,-38.1685116,-0.0008013
1526.079225,-38.614065,-0.0167713
1526.081662,-38.1224858,-0.0073522
1526.084098,-38.1994247,-0.0105077
1526.086535,-38.3512026,-0.0027828
1526.088971,-38.5860204,-0.0047622
1526.091408,-39.2157274,-0.0137999
1526.093844,-39.2041571,-0.0234023
1526.096281,-39.8766126,-0.0247334
1526.098717,-39.9775421,-0.0154819
1526.101153,-41.2887112,-0.0101831
1526.10359,-42.8436468,-0.0063799
1526.106026,-43.447366,-0.0115011
1526.108463,-44.763353,-0.0153215
1526.110899,-46.4062962,-0.0171271
1526.113336,-49.6808451,-0.0094624
1526.115772,-48.3627427,-0.0071017
1526.118209,-50.4830997,-0.0119198
1526.120645,-51.0478663,-0.0088402
1526.123082,-49.6881362,-0.0096523
1526.125518,-49.1838926,-0.0202018
1526.127955,-49.0212219,-0.010685
1526.130391,-48.1304058,-0.0062781
1526.132828,-46.8028513,-0.0084918
1526.135264,-47.0990253,-0.0157389
1526.137701,-47.4446379,-0.0177638
1526.140137,-47.2202036,-0.0119226
1526.142574,-46.4743335,-0.0119492
1526.14501,-46.5772152,-0.0089954
1526.147447,-47.4782872,-0.0123948
1526.149883,-47.9990178,-0.0124406
1526.152319,-49.6319858,-0.006648
1526.154756,-50.2979106,-0.0101834
1526.157192,-50.1925561,-0.0042431
1526.159629,-49.1681154,-0.0089854
1526.162065,-47.9869485,-0.0157428
1526.164502,-47.3813,-0.0158828
1526.166938,-45.8306003,-0.0088526
1526.169375,-45.0233439,-0.0115047
1526.171811,-44.1027967,-0.0150638
1526.174248,-43.028646,-0.0147315
1526.176684,-42.2504161,-0.019171
1526.179121,-41.7516214,-0.0201816
1526.181557,-41.355555,-0.02088
1526.183994,-41.2608881,-0.0157417
1526.18643,-40.7807768,-0.0207578
1526.188867,-40.3544523,-0.0278054
1526.191303,-40.4413101,-0.0299718
1526.19374,-40.2875806,-0.0316341
1526.196176,-40.8235096,-0.0262859
1526.198613,-41.5270081,-0.0268135
1526.201049,-42.5847752,-0.0241009
1526.203485,-43.567577,-0.0264317
1526.205922,-44.7578136,-0.0190968
1526.208358,-45.0757185,-0.0072258
1526.210795,-46.79053,-0.0153645
1526.213231,-49.0533351,-0.0206307
1526.215668,-50.1433709,-0.026597
1526.218104,-51.839553,-0.0290844
1526.220541,-53.4896304,-0.0282426
1526.222977,-51.1859837,-0.0320218
1526.225414,-49.5565283,-0.0242344
1526.22785,-48.2254284,-0.0323865
1526.230287,-47.2030791,-0.0270938
1526.232723,-46.5454323,-0.0259062
1526.23516,-46.1473449,-0.0252725
1526.237596,-44.3876744,-0.0199915
1526.240033,-45.3497401,-0.0289047
1526.242469,-44.6128435,-0.0224309
1526.244906,-45.6476186,-0.0247187
1526.247342,-46.7260404,-0.015722
1526.249779,-49.2583325,-0.0284829
1526.252215,-46.8134542,-0.0268251
1526.254651,-47.1538456,-0.029488
1526.257088,-47.7281964,-0.0166885
1526.259524,-45.8304067,-0.0247303
1526.261961,-44.3218933,-0.022457
1526.264397,-43.2203244,-0.0226603
1526.266834,-40.9491834,-0.0301885
1526.26927,-39.9864154,-0.0318682
1526.271707,-38.4662898,-0.0325979
1526.274143,-37.1236514,-0.0164933
1526.27658,-36.183393,-0.0217143
1526.279016,-35.9565591,-0.0182565
1526.281453,-35.4710598,-0.0254199
1526.283889,-35.7380057,-0.0236252
1526.286326,-35.8408168,-0.0189748
1526.288762,-36.6019993,-0.0152
1526.291199,-37.5982721,-0.0314295
1526.293635,-38.6036387,-0.0187911
1526.296072,-40.9266376,-0.0253186
1526.298508,-44.2012436,-0.0294607
1526.300945,-46.9110618,-0.0391174
1526.303381,-41.4210006,-0.0373756
1526.305817,-36.726934,-0.0254431
1526.308254,-33.3401524,-0.0305383
1526.31069,-30.1277133,-0.0277444
1526.313127,-27.6691073,-0.029944
1526.315563,-25.5265979,-0.0398284
1526.318,-23.661755,-0.0475072
1526.320436,-22.0735677,-0.0468193
1526.322873,-20.6236876,-0.0663604
1526.325309,-19.2999532,-0.0783212
1526.327746,-18.0351841,-0.0867339
1526.330182,-16.9482315,-0.1070168
1526.332619,-15.9055273,-0.1303955
1526.335055,-14.9600481,-0.1462156
1526.337492,-14.0580275,-0.1700213
1526.339928,-13.2631303,-0.1935737
1526.342365,-12.4973649,-0.2323464
1526.344801,-11.8097327,-0.2759174
1526.347238,-11.189719,-0.3094085
1526.349674,-10.5985859,-0.3535636
1526.352111,-10.0524614,-0.3941669
1526.354547,-9.5881953,-0.4299185
1526.356983,-9.1261142,-0.4746125
1526.35942,-8.7057387,-0.527345
1526.361856,-8.3372792,-0.5852728
1526.364293,-7.9893229,-0.6262401
1526.366729,-7.7054185,-0.6733442
1526.369166,-7.4423168,-0.7189414
1526.371602,-7.1999089,-0.7537221
1526.374039,-6.9900755,-0.7956591
1526.376475,-6.8023693,-0.829748
1526.378912,-6.6330794,-0.8576205
1526.381348,-6.5219557,-0.8810557
1526.383785,-6.4304357,-0.90475
1526.386221,-6.3558833,-0.9246112
1526.388658,-6.30316,-0.9363294
1526.391094,-6.2707683,-0.9407132
1526.393531,-6.2815502,-0.9356812
1526.395967,-6.3077323,-0.9293263
1526.398404,-6.3429688,-0.922802
1526.40084,-6.4276045,-0.9134924
1526.403277,-6.5309714,-0.8920539
1526.405713,-6.656423,-0.8645132
1526.408149,-6.8009848,-0.8289624
1526.410586,-6.9716659,-0.7986755
1526.413022,-7.1798394,-0.7641858
1526.415459,-7.4277719,-0.724174
1526.417895,-7.6870202,-0.6796391
1526.420332,-7.9631592,-0.6355031
1526.422768,-8.3117395,-0.5949877
1526.425205,-8.6617123,-0.5500643
1526.427641,-9.0447006,-0.5080223
1526.430078,-9.4787489,-0.4579606
1526.432514,-9.9470204,-0.4162394
1526.434951,-10.4624186,-0.3767313
1526.437387,-11.0024178,-0.3282132
1526.439824,-11.5480615,-0.2942404
1526.44226,-12.2141447,-0.2598819
1526.444697,-12.8571819,-0.2345154
1526.447133,-13.5744604,-0.2057102
1526.44957,-14.3235794,-0.1844388
1526.452006,-15.1314304,-0.1496788
1526.454443,-15.9727681,-0.1313397
1526.456879,-16.9046226,-0.1137304
1526.459315,-17.8709154,-0.1109753
1526.461752,-18.8814547,-0.0969919
1526.464188,-19.9338708,-0.0820687
1526.466625,-21.0429444,-0.0885083
1526.469061,-22.1542826,-0.0786774
1526.471498,-23.3756913,-0.0662533
1526.473934,-24.8010845,-0.0655284
1526.476371,-26.0975854,-0.0657363
1526.478807,-27.6395575,-0.0590876
1526.481244,-28.9682363,-0.055721
1526.48368,-30.685484,-0.0645392
1526.486117,-32.186773,-0.059876
1526.488553,-33.6819063,-0.061867
1526.49099,-35.5013467,-0.0588661
1526.493426,-36.4751434,-0.0562931
1526.495863,-38.9223644,-0.0760943
1526.498299,-40.0387171,-0.0718216
1526.500736,-41.0311022,-0.0647584
1526.503172,-42.2701267,-0.0769541
1526.505609,-42.5071082,-0.0707848
1526.508045,-43.5068204,-0.0744006
1526.510482,-43.5511348,-0.0685546
1526.512918,-43.9168854,-0.0627724
1526.515354,-43.0521766,-0.0579183
1526.517791,-41.9570445,-0.0635564
1526.520227,-42.4548807,-0.0663298
1526.522664,-41.1636627,-0.0680756
1526.5251,-40.4823288,-0.070087
1526.527537,-40.0399372,-0.0743739
1526.529973,-40.1046836,-0.066958
1526.53241,-39.1479268,-0.0635118
1526.534846,-39.2367567,-0.068696
1526.537283,-38.8730109,-0.0699213
1526.539719,-38.9577361,-0.0621202
1526.542156,-39.105493,-0.0634324
1526.544592,-38.7481264,-0.0711263
1526.547029,-38.7650869,-0.0768715
1526.549465,-39.0692391,-0.0760944
1526.551902,-39.0477967,-0.0850408
1526.554338,-39.2671721,-0.0785081
1526.556775,-39.4735634,-0.0732403
1526.559211,-39.9257276,-0.0730851
1526.561648,-39.7580148,-0.0740664
1526.564084,-40.6644577,-0.0713261
1526.56652,-41.2289113,-0.0794476
1526.568957,-42.2750798,-0.081388
1526.571393,-43.1202481,-0.0877247
1526.57383,-43.926686,-0.0774747
1526.576266,-45.3002207,-0.0767229
1526.578703,-46.0481191,-0.0844469
1526.581139,-48.1767269,-0.0837269
1526.583576,-51.8055913,-0.0820168
1526.586012,-52.5126942,-0.0886111
1526.588449,-51.0492393,-0.0926306
1526.590885,-49.6030778,-0.0852695
1526.593322,-48.2002653,-0.0858636
1526.595758,-46.9869253,-0.0905896
1526.598195,-45.8085668,-0.0866359
1526.600631,-44.0138251,-0.0874541
1526.603068,-42.2922751,-0.0898639
1526.605504,-41.2322664,-0.0886031
1526.607941,-40.5570799,-0.0876387
1526.610377,-40.0284223,-0.0940516
1526.612814,-39.536545,-0.0872889
1526.61525,-38.6295526,-0.0775645
1526.617686,-37.9157161,-0.0834256
1526.620123,-37.4395843,-0.0916875
1526.622559,-36.747125,-0.0961295
1526.624996,-36.1915381,-0.0942283
1526.627432,-36.0469529,-0.0906585
1526.629869,-35.3277136,-0.0936723
1526.632305,-34.8855629,-0.0925027
1526.634742,-34.4434167,-0.0906002
1526.637178,-34.1468486,-0.0875388
1526.639615,-34.1419849,-0.091479
1526.642051,-33.8554167,-0.0995411
1526.644488,-33.8478723,-0.0942451
1526.646924,-33.5371595,-0.0878861
1526.649361,-33.1946936,-0.0895909
1526.651797,-33.2842762,-0.08916
1526.654234,-33.3903888,-0.083256
1526.65667,-33.6493205,-0.0953846
1526.659107,-33.6359362,-0.0958979
1526.661543,-33.9253991,-0.0950802
1526.66398,-34.2494044,-0.084296
1526.666416,-34.4839451,-0.0946512
1526.668852,-35.0700818,-0.0869244
1526.671289,-35.5967797,-0.0902005
1526.673725,-35.7309775,-0.0873549
1526.676162,-36.3216013,-0.0871413
1526.678598,-37.8467499,-0.090455
1526.681035,-37.6764996,-0.0877341
1526.683471,-38.7781574,-0.0885038
1526.685908,-40.2436409,-0.093817
1526.688344,-40.5193808,-0.0963129
1526.690781,-40.9031911,-0.0958723
1526.693217,-40.6397572,-0.0975859
1526.695654,-41.7354342,-0.0888078
1526.69809,-42.2738936,-0.0774469
1526.700527,-43.1926813,-0.0883497
1526.702963,-42.1886366,-0.0971514
1526.7054,-42.9984729,-0.090883
1526.707836,-42.16462,-0.0865066
1526.710273,-43.4309886,-0.0916015
1526.712709,-43.2710348,-0.0892288
1526.715146,-42.445276,-0.0808788
1526.717582,-41.9832514,-0.0837576
1526.720018,-42.9058854,-0.0930799
1526.722455,-42.147373,-0.0816257
1526.724891,-41.9303721,-0.0773048
1526.727328,-40.8043234,-0.0845253
1526.729764,-40.248107,-0.0907024
1526.732201,-39.3689364,-0.0896044
1526.734637,-38.599851,-0.0880204
1526.737074,-37.3935545,-0.0844083
1526.73951,-37.0768044,-0.0902663
1526.741947,-36.2440009,-0.0957038
1526.744383,-35.5598311,-0.0894628
1526.74682,-35.1215994,-0.0829555
1526.749256,-34.7039819,-0.0839065
1526.751693,-34.6196794,-0.0903617
1526.754129,-34.4881313,-0.0855173
1526.756566,-34.3320715,-0.0828273
1526.759002,-34.6745385,-0.085364
1526.761439,-34.8152006,-0.0871081
1526.763875,-35.0925219,-0.0832489
1526.766312,-35.0214246,-0.0934286
1526.768748,-35.727562,-0.0956435
1526.771184,-36.2379668,-0.088893
1526.773621,-37.0351592,-0.0841572
1526.776057,-38.3476046,-0.0806893
1526.778494,-39.5052064,-0.0827553
1526.78093,-40.8937878,-0.0813933
1526.783367,-42.7489466,-0.089094
1526.785803,-44.1870278,-0.0846931
1526.78824,-45.2805975,-0.0754656
1526.790676,-47.0395283,-0.0713368
1526.793113,-48.7493271,-0.0823127
1526.795549,-50.0655562,-0.0895471
1526.797986,-49.2835251,-0.0870929
1526.800422,-48.3489246,-0.0872714
1526.802859,-47.7797707,-0.0880485
1526.805295,-47.2853144,-0.0780093
1526.807732,-46.7697373,-0.0787064
1526.810168,-46.0039836,-0.0806613
1526.812605,-44.5447935,-0.0803354
1526.815041,-42.5725726,-0.0889791
1526.817478,-40.4826805,-0.0909061
1526.819914,-38.8916232,-0.0790926
1526.82235,-37.1791902,-0.0746973
1526.824787,-35.7341616,-0.0740658
1526.827223,-34.4900802,-0.0748812
1526.82966,-33.4847488,-0.0735945
1526.832096,-32.8014606,-0.0792675
1526.834533,-32.2429812,-0.0802496
1526.836969,-31.5884365,-0.0795071
1526.839406,-31.5104611,-0.0700203
1526.841842,-31.6806124,-0.0738943
1526.844279,-32.2997298,-0.0759374
1526.846715,-33.3050078,-0.0733323
1526.849152,-35.0278281,-0.0769906
1526.851588,-38.0559522,-0.0712831
1526.854025,-43.5880765,-0.0707487
1526.856461,-41.1410539,-0.0775564
1526.858898,-35.1062594,-0.0774325
1526.861334,-30.0393111,-0.0668477
1526.863771,-26.5300006,-0.0823561
1526.866207,-23.6653588,-0.084572
1526.868644,-21.2323481,-0.1035184
1526.87108,-19.1167109,-0.1122941
1526.873516,-17.3394162,-0.1409299
1526.875953,-15.701051,-0.1764004
1526.878389,-14.2192867,-0.208475
1526.880826,-12.8597636,-0.2592433
1526.883262,-11.6703568,-0.3143925
1526.885699,-10.5435299,-0.3909378
1526.888135,-9.5108811,-0.4887589
1526.890572,-8.6050177,-0.5950354
1526.893008,-7.738137,-0.6981287
1526.895445,-6.9828049,-0.8281662
1526.897881,-6.2889637,-0.9646466
1526.900318,-5.6703395,-1.129805
1526.902754,-5.1317389,-1.2959644
1526.905191,-4.6074279,-1.4712912
1526.907627,-4.1543435,-1.6704589
1526.910064,-3.7697605,-1.8475411
1526.9125,-3.3980317,-2.0585219
1526.914937,-3.0979713,-2.2478645
1526.917373,-2.7757118,-2.4247646
1526.91981,-2.5562562,-2.6193705
1526.922246,-2.2991625,-2.7999053
1526.924682,-2.1473733,-2.9903413
1526.927119,-1.9381012,-3.1405973
1526.929555,-1.8037645,-3.3104119
1526.931992,-1.7107615,-3.4381787
1526.934428,-1.580433,-3.5809182
1526.936865,-1.4994808,-3.688683
1526.939301,-1.3978811,-3.7904338
1526.941738,-1.3575501,-3.8823398
1526.944174,-1.3140168,-3.9414518
1526.946611,-1.2705617,-3.983625
1526.949047,-1.2479225,-4.0212272
1526.951484,-1.236596,-4.0327027
1526.95392,-1.250984,-4.0336794
1526.956357,-1.250148,-4.010666
1526.958793,-1.2694328,-3.9794669
1526.96123,-1.3094632,-3.9295407
1526.963666,-1.373017,-3.8573116
1526.966103,-1.4080858,-3.7704838
1526.968539,-1.4782777,-3.6737201
1526.970976,-1.5777708,-3.5561973
1526.973412,-1.6778294,-3.4279342
1526.975848,-1.8092072,-3.2820891
1526.978285,-1.9659336,-3.1386281
1526.980721,-2.1092938,-2.9730858
1526.983158,-2.3016708,-2.8026231
1526.985594,-2.5241171,-2.6212629
1526.988031,-2.7721242,-2.4491423
1526.990467,-3.0146093,-2.2675398
1526.992904,-3.3069584,-2.0817302
1526.99534,-3.642147,-1.8892646
1526.997777,-4.008774,-1.7098521
1527.000213,-4.4199424,-1.5355515
1527.00265,-4.8636933,-1.3589105
1527.005086,-5.3697331,-1.1915332
1527.007523,-5.938466,-1.045463
1527.009959,-6.5263548,-0.9085413
1527.012396,-7.1673821,-0.780622
1527.014832,-7.871918,-0.6616982
1527.017269,-8.6254902,-0.5541479
1527.019705,-9.4584823,-0.4656178
1527.022142,-10.3433286,-0.3932443
1527.024578,-11.2841339,-0.3279353
1527.027014,-12.2785128,-0.2747029
1527.029451,-13.3272374,-0.2212828
1527.031887,-14.450363,-0.1799796
1527.034324,-15.63038,-0.1495313
1527.03676,-16.885581,-0.1266921
1527.039197,-18.170587,-0.1119022
1527.041633,-19.4944079,-0.0932271
1527.04407,-20.9164609,-0.0846488
1527.046506,-22.4401898,-0.0765898
1527.048943,-23.8891026,-0.063817
1527.051379,-25.3812377,-0.0592621
1527.053816,-26.9939256,-0.0580175
1527.056252,-28.455816,-0.0587845
1527.058689,-29.8390507,-0.0625784
1527.061125,-31.0731563,-0.0665809
1527.063562,-32.166537,-0.0583235
1527.065998,-33.3138612,-0.0590142
1527.068435,-33.9547161,-0.0619214
1527.070871,-34.3725163,-0.053838
1527.073308,-34.5891813,-0.0469233
1527.075744,-34.7362149,-0.0485054
1527.07818,-34.5020338,-0.0628868
1527.080617,-34.5524557,-0.057142
1527.083053,-34.4006561,-0.0656656
1527.08549,-34.3651767,-0.0569363
1527.087926,-34.3561617,-0.0561264
1527.090363,-34.2249516,-0.0693864
1527.092799,-34.4818311,-0.0630297
1527.095236,-34.4996363,-0.0580799
1527.097672,-34.6564265,-0.0559545
1527.100109,-34.947187,-0.0535373
1527.102545,-35.5157792,-0.0492276
1527.104982,-36.1434521,-0.0572688
1527.107418,-36.4754904,-0.0543102
1527.109855,-36.5468077,-0.050534
1527.112291,-37.2714611,-0.0580108
1527.114728,-38.4245284,-0.0439708
1527.117164,-38.7941543,-0.0464208
1527.119601,-39.5851335,-0.0499305
1527.122037,-40.0769139,-0.0573252
1527.124474,-40.4596322,-0.0464017
1527.12691,-40.4121519,-0.0490985
1527.129346,-41.0641292,-0.0506195
1527.131783,-40.6960232,-0.053335
1527.134219,-41.0070487,-0.0528443
1527.136656,-40.8543695,-0.0653931
1527.139092,-41.6450232,-0.0561513
1527.141529,-41.7319205,-0.0537634
1527.143965,-41.550368,-0.0502776
1527.146402,-43.0148006,-0.0575427
1527.148838,-43.4090703,-0.0555164
1527.151275,-44.1321474,-0.0553333
1527.153711,-45.6676722,-0.0473735
1527.156148,-48.9611551,-0.0481929
1527.158584,-51.3533104,-0.046288
1527.161021,-53.0824478,-0.0448079
1527.163457,-51.4686115,-0.0369211
1527.165894,-48.6707428,-0.0489112
1527.16833,-46.0859772,-0.0472745
1527.170767,-43.5183612,-0.0513503
1527.173203,-42.5129861,-0.0481056
1527.17564,-41.0082985,-0.0452682
1527.178076,-39.0436739,-0.0447896
1527.180513,-38.4655675,-0.0457759
1527.182949,-37.4241039,-0.0480948
1527.185385,-36.7013009,-0.0454793
1527.187822,-36.2233346,-0.0463569
1527.190258,-35.8521815,-0.0532643
1527.192695,-35.5562413,-0.0524766
1527.195131,-35.2117571,-0.0428236
1527.197568,-34.8634092,-0.0464813
1527.200004,-35.0875447,-0.0485196
1527.202441,-34.9510634,-0.0520854
1527.204877,-35.1041489,-0.0513716
1527.207314,-35.0562832,-0.0576403
1527.20975,-35.1420541,-0.0612522
1527.212187,-35.4908635,-0.0545233
1527.214623,-35.4043389,-0.0471341
1527.21706,-35.7445456,-0.0464962
1527.219496,-36.1787002,-0.0535829
1527.221933,-36.7990391,-0.0461709
