Wavelength (nm),Rx (dB),Tx (dB)
1525.84776,-45.0309973,-0.0787937
1525.850196,-46.4024871,-0.0707401
1525.852633,-47.8934746,-0.0656657
1525.855069,-49.4354767,-0.0718526
1525.857506,-52.5009151,-0.0763768
1525.859942,-52.0215465,-0.0692678
1525.862379,-51.792582,-0.074443
1525.864815,-51.7946871,-0.0757804
1525.867252,-48.2418172,-0.0650738
1525.869688,-46.6817348,-0.0617317
1525.872125,-45.0432126,-0.0557472
1525.874561,-42.6458785,-0.0592152
1525.876998,-42.0764248,-0.0507571
1525.879434,-41.9950479,-0.0776714
1525.881871,-40.9963452,-0.0511257
1525.884307,-40.2717585,-0.0575929
1525.886744,-40.7336872,-0.0588478
1525.88918,-40.5000565,-0.060724
1525.891617,-40.7501292,-0.0538711
1525.894053,-40.8804384,-0.0499931
1525.896489,-40.9289452,-0.0528663
1525.898926,-41.4987282,-0.0768112
1525.901362,-42.2184902,-0.0492517
1525.903799,-43.4746904,-0.0499374
1525.906235,-44.3510023,-0.0474261
1525.908672,-45.5442813,-0.0421233
1525.911108,-45.9366879,-0.0391645
1525.913545,-47.655789,-0.0605575
1525.915981,-49.9443519,-0.0448598
1525.918418,-51.5754062,-0.0487459
1525.920854,-53.3721857,-0.0442235
1525.923291,-55.0286735,-0.0382052
1525.925727,-53.4423754,-0.0282818
1525.928164,-53.0343285,-0.046812
1525.9306,-51.9193774,-0.041352
1525.933037,-51.7781041,-0.0448379
1525.935473,-48.703817,-0.0361051
1525.93791,-49.1865265,-0.0343514
1525.940346,-47.9084061,-0.0483378
1525.942783,-48.4900396,-0.0400449
1525.945219,-49.0682335,-0.0346727
1525.947655,-49.178491,-0.0405462
1525.950092,-49.9043883,-0.0369607
1525.952528,-49.1861208,-0.0379461
1525.954965,-47.7849488,-0.0328553
1525.957401,-47.9685837,-0.026863
1525.959838,-47.3497594,-0.0282846
1525.962274,-46.6520513,-0.0384257
1525.964711,-46.3580902,-0.040726
1525.967147,-45.3930239,-0.0348912
1525.969584,-43.8958448,-0.0285709
1525.97202,-42.5962621,-0.0319658
1525.974457,-41.8471071,-0.0391865
1525.976893,-41.6374674,-0.0466789
1525.97933,-41.0022882,-0.0295426
1525.981766,-40.35415,-0.0243205
1525.984203,-39.6550201,-0.0328075
1525.986639,-39.213055,-0.0398458
1525.989076,-39.2026622,-0.0379482
1525.991512,-39.4272844,-0.0270658
1525.993949,-39.4113367,-0.0261206
1525.996385,-39.6339831,-0.0304663
1525.998821,-40.381117,-0.0328642
1526.001258,-40.6530789,-0.0327412
1526.003694,-41.5567804,-0.0346839
1526.006131,-42.6133474,-0.0359913
1526.008567,-43.0847078,-0.0330309
1526.011004,-44.1931529,-0.0349244
1526.01344,-45.0649097,-0.0371333
1526.015877,-47.426518,-0.0342347
1526.018313,-48.3018627,-0.0313975
1526.02075,-48.3528009,-0.0319634
1526.023186,-47.2677528,-0.033225
1526.025623,-46.2430514,-0.0353887
1526.028059,-45.365807,-0.0221859
1526.030496,-43.4430755,-0.0245938
1526.032932,-42.5912832,-0.0307572
1526.035369,-42.0041693,-0.0282763
1526.037805,-41.4687966,-0.025408
1526.040242,-40.6063682,-0.0270779
1526.042678,-39.7644639,-0.0205645
1526.045115,-39.4148258,-0.016558
1526.047551,-39.861051,-0.0189131
1526.049987,-39.7780842,-0.0218554
1526.052424,-39.704449,-0.0141359
1526.05486,-40.6042051,-0.0181157
1526.057297,-40.8686582,-0.0207677
1526.059733,-41.8055774,-0.0269052
1526.06217,-42.7831766,-0.0249699
1526.064606,-44.4430146,-0.0088535
1526.067043,-45.224572,-0.0067312
1526.069479,-47.9372005,-0.0074536
1526.071916,-45.4429161,-0.0111794
1526.074352,-45.9396993,-0.0130908
1526.076789,-47.0485842,-0.0006211
1526.079225,-45.4862352,-0.0151784
1526.081662,-43.813149,-0.0168491
1526.084098,-42.9826261,-0.0193684
1526.086535,-42.9941498,-0.0225923
1526.088971,-42.8296878,-0.0116039
1526.091408,-43.3457558,-0.0132844
1526.093844,-43.1627791,-0.0246019
1526.096281,-43.7758119,-0.0138815
1526.098717,-43.905091,-0.014389
1526.101153,-42.9218813,-0.0159791
1526.10359,-39.6687315,-0.0090356
1526.106026,-36.7571686,-0.0125219
1526.108463,-33.8380399,-0.0169119
1526.110899,-31.2574332,-0.0142288
1526.113336,-29.0156322,-0.0252867
1526.115772,-27.0829231,-0.0205557
1526.118209,-25.3313797,-0.0240527
1526.120645,-23.7345941,-0.036562
1526.123082,-22.0970335,-0.0368191
1526.125518,-20.7713364,-0.0480136
1526.127955,-19.4954116,-0.0514885
1526.130391,-18.3583664,-0.0643901
1526.132828,-17.2928592,-0.075203
1526.135264,-16.2264493,-0.0887748
1526.137701,-15.2806833,-0.1141314
1526.140137,-14.4324597,-0.1427138
1526.142574,-13.5890637,-0.177016
1526.14501,-12.8731383,-0.1946582
1526.147447,-12.2074674,-0.235025
1526.149883,-11.5233893,-0.2543335
1526.152319,-10.9246816,-0.3000321
1526.154756,-10.3711149,-0.3463344
1526.157192,-9.8701415,-0.388991
1526.159629,-9.3970607,-0.4282276
1526.162065,-8.9818092,-0.4704599
1526.164502,-8.596932,-0.5146476
1526.166938,-8.2459666,-0.5627861
1526.169375,-7.8999888,-0.6056557
1526.171811,-7.5986708,-0.6411267
1526.174248,-7.3442971,-0.6794253
1526.176684,-7.1144719,-0.729696
1526.179121,-6.9117271,-0.7759352
1526.181557,-6.7492423,-0.7996159
1526.183994,-6.6135801,-0.8208629
1526.18643,-6.4943629,-0.8559787
1526.188867,-6.4013712,-0.8773071
1526.191303,-6.3300838,-0.877269
1526.19374,-6.2828459,-0.8907901
1526.196176,-6.2697865,-0.892889
1526.198613,-6.2960032,-0.8793461
1526.201049,-6.3319032,-0.8768891
1526.203485,-6.3925608,-0.8722521
1526.205922,-6.4689606,-0.8549722
1526.208358,-6.5662187,-0.830951
1526.210795,-6.696558,-0.8030617
1526.213231,-6.8606102,-0.7799158
1526.215668,-7.0497405,-0.7450287
1526.218104,-7.273412,-0.7018281
1526.220541,-7.5108143,-0.6629862
1526.222977,-7.770229,-0.6202501
1526.225414,-8.1030857,-0.5766726
1526.22785,-8.4416936,-0.5280285
1526.230287,-8.7887242,-0.4898451
1526.232723,-9.2192575,-0.4457236
1526.23516,-9.6581524,-0.4064351
1526.237596,-10.1279945,-0.3783015
1526.240033,-10.6539191,-0.3325614
1526.242469,-11.1973762,-0.2908068
1526.244906,-11.7633344,-0.2623244
1526.247342,-12.412033,-0.22476
1526.249779,-13.0930975,-0.1946796
1526.252215,-13.8347201,-0.1634351
1526.254651,-14.6020385,-0.134896
1526.257088,-15.4253697,-0.1280555
1526.259524,-16.2837137,-0.1115211
1526.261961,-17.1919477,-0.0962393
1526.264397,-18.1902644,-0.0815579
1526.266834,-19.2044263,-0.0617034
1526.26927,-20.2939669,-0.0615067
1526.271707,-21.5248703,-0.0565104
1526.274143,-22.7703026,-0.0492183
1526.27658,-23.9377506,-0.0445441
1526.279016,-25.2033308,-0.0506747
1526.281453,-26.4522945,-0.0445805
1526.283889,-27.9634988,-0.0444965
1526.286326,-29.1862666,-0.045775
1526.288762,-30.6831101,-0.0310347
1526.291199,-31.987722,-0.0391639
1526.293635,-33.4513466,-0.0334751
1526.296072,-35.0424415,-0.0384017
1526.298508,-36.1636729,-0.0280399
1526.300945,-37.5602659,-0.032907
1526.303381,-38.965923,-0.0368484
1526.305817,-39.5738842,-0.0458427
1526.308254,-41.2014757,-0.0343517
1526.31069,-41.5685338,-0.0460827
1526.313127,-41.5592133,-0.0395085
1526.315563,-42.1633522,-0.0408339
1526.318,-42.9784017,-0.046996
1526.320436,-42.8980812,-0.0471255
1526.322873,-42.8402107,-0.0514444
1526.325309,-42.8646598,-0.0588369
1526.327746,-42.0994998,-0.045075
1526.330182,-41.8118489,-0.0648692
1526.332619,-41.7242607,-0.0522095
1526.335055,-41.576584,-0.0460391
1526.337492,-40.4575489,-0.0545958
1526.339928,-39.9050161,-0.0615209
1526.342365,-39.7209615,-0.0636341
1526.344801,-40.0854917,-0.0577902
1526.347238,-40.2398052,-0.05277
1526.349674,-40.218545,-0.0503853
1526.352111,-40.761039,-0.0554033
1526.354547,-41.0295417,-0.0616597
1526.356983,-41.280428,-0.0592606
1526.35942,-41.8397017,-0.0658061
1526.361856,-41.919168,-0.0514027
1526.364293,-41.7316232,-0.0480531
1526.366729,-42.6467434,-0.0592018
1526.369166,-43.112401,-0.0613211
1526.371602,-42.8999265,-0.0614453
1526.374039,-43.4912031,-0.0683184
1526.376475,-44.4887924,-0.0605536
1526.378912,-46.607065,-0.0568611
1526.381348,-47.8752469,-0.0605982
1526.383785,-48.087172,-0.0651157
1526.386221,-49.4498947,-0.0586112
1526.388658,-52.669984,-0.0552772
1526.391094,-53.2186301,-0.0654106
1526.393531,-51.5095568,-0.0611841
1526.395967,-52.2029178,-0.0623838
1526.398404,-50.9967036,-0.0646376
1526.40084,-49.4409571,-0.0676098
1526.403277,-47.6496237,-0.0706247
1526.405713,-46.0712737,-0.0704945
1526.408149,-45.2709208,-0.068977
1526.410586,-43.9630841,-0.0583754
1526.413022,-43.1820262,-0.0530673
1526.415459,-42.3763266,-0.0558621
1526.417895,-41.5522743,-0.0616984
1526.420332,-41.1865156,-0.0623726
1526.422768,-40.1274166,-0.0670369
1526.425205,-39.6898006,-0.0680581
1526.427641,-39.1514271,-0.0572903
1526.430078,-38.5363172,-0.0558968
1526.432514,-38.4175634,-0.0629841
1526.434951,-37.9878596,-0.0631764
1526.437387,-37.9349399,-0.0620798
1526.439824,-37.7295931,-0.058867
1526.44226,-36.9754272,-0.0664052
1526.444697,-37.0130418,-0.0646819
1526.447133,-37.041295,-0.0651105
1526.44957,-36.8327123,-0.074921
1526.452006,-36.4118804,-0.0727179
1526.454443,-36.089527,-0.066181
1526.456879,-36.1970182,-0.0663825
1526.459315,-35.8195358,-0.0707794
1526.461752,-36.0410246,-0.0651826
1526.464188,-35.9590857,-0.0724704
1526.466625,-36.3616798,-0.0766214
1526.469061,-36.6220741,-0.0707481
1526.471498,-36.5884288,-0.0772463
1526.473934,-37.7260456,-0.07403
1526.476371,-37.5756329,-0.0720794
1526.478807,-38.5559473,-0.0736357
1526.481244,-39.5981813,-0.0973337
1526.48368,-40.1855248,-0.0792551
1526.486117,-41.5767247,-0.0843108
1526.488553,-42.1255139,-0.0829701
1526.49099,-42.6084547,-0.0840708
1526.493426,-43.8989827,-0.0874083
1526.495863,-42.8488086,-0.0819779
1526.498299,-44.1469547,-0.0694777
1526.500736,-45.0360156,-0.0736892
1526.503172,-45.4035024,-0.0797867
1526.505609,-45.1345739,-0.067091
1526.508045,-46.6498788,-0.0840474
1526.510482,-45.1881708,-0.077623
1526.512918,-46.2863292,-0.0874056
1526.515354,-46.6807139,-0.0873309
1526.517791,-44.3606866,-0.0743577
1526.520227,-44.1177659,-0.0728271
1526.522664,-42.9016931,-0.0835225
1526.5251,-42.2482889,-0.0867858
1526.527537,-41.2296977,-0.0805397
1526.529973,-40.2845799,-0.0809762
1526.53241,-39.9833118,-0.0894389
1526.534846,-38.677413,-0.0795332
1526.537283,-38.12209,-0.0764696
1526.539719,-36.8326769,-0.0868305
1526.542156,-36.347357,-0.0872737
1526.544592,-35.834453,-0.0797515
1526.547029,-35.1335179,-0.092784
1526.549465,-34.7164014,-0.0877047
1526.551902,-34.4629549,-0.0962967
1526.554338,-34.0899581,-0.0904024
1526.556775,-33.8394335,-0.0834959
1526.559211,-33.9161932,-0.0864074
1526.561648,-33.8038235,-0.0965802
1526.564084,-34.0359674,-0.0995268
1526.56652,-34.1462468,-0.0971128
1526.568957,-34.7645302,-0.0946253
1526.571393,-35.3909474,-0.0958029
1526.57383,-35.7560908,-0.0876309
1526.576266,-36.3577383,-0.0908795
1526.578703,-37.123309,-0.0907216
1526.581139,-37.7191403,-0.0925003
1526.583576,-39.1092088,-0.1091724
1526.586012,-40.2751868,-0.1081474
1526.588449,-41.3471584,-0.1000447
1526.590885,-42.1211336,-0.0970614
1526.593322,-43.6117694,-0.0974688
1526.595758,-44.4322568,-0.0957439
1526.598195,-43.8942602,-0.0918201
1526.600631,-43.0172893,-0.087688
1526.603068,-41.6219262,-0.087485
1526.605504,-41.170532,-0.0933445
1526.607941,-41.1022116,-0.1073848
1526.610377,-40.4389772,-0.1066438
1526.612814,-40.2988928,-0.1030356
1526.61525,-40.7712059,-0.0992596
1526.617686,-40.1227607,-0.0948793
1526.620123,-39.6501525,-0.0947536
1526.622559,-39.829721,-0.0980685
1526.624996,-39.3841145,-0.0976253
1526.627432,-38.7193662,-0.0982662
1526.629869,-37.6569456,-0.1027366
1526.632305,-36.9134335,-0.1035674
1526.634742,-36.2398091,-0.101064
1526.637178,-35.3981009,-0.0943272
1526.639615,-35.0689663,-0.0922836
1526.642051,-35.0593766,-0.0975077
1526.644488,-35.1808023,-0.092093
1526.646924,-36.069153,-0.0935616
1526.649361,-37.5212184,-0.098588
1526.651797,-40.7586659,-0.1023066
1526.654234,-46.8552983,-0.0989062
1526.65667,-45.2058273,-0.1006747
1526.659107,-38.3020215,-0.1014147
1526.661543,-32.8807681,-0.1032253
1526.66398,-29.106758,-0.0958547
1526.666416,-26.1113163,-0.1011554
1526.668852,-23.6241848,-0.1233915
1526.671289,-21.3969819,-0.1292484
1526.673725,-19.4568207,-0.1352282
1526.676162,-17.6719033,-0.1610861
1526.678598,-16.1021466,-0.1735518
1526.681035,-14.6747426,-0.2094428
1526.683471,-13.3491696,-0.2589522
1526.685908,-12.0929921,-0.3183302
1526.688344,-11.0049287,-0.3634574
1526.690781,-9.9877638,-0.450813
1526.693217,-9.0272769,-0.5481318
1526.695654,-8.1781599,-0.6532264
1526.69809,-7.3997104,-0.7719165
1526.700527,-6.7116647,-0.8911477
1526.702963,-6.0519758,-1.0539616
1526.7054,-5.4781634,-1.2039834
1526.707836,-4.945905,-1.3689586
1526.710273,-4.4552018,-1.5487241
1526.712709,-4.0354373,-1.7093258
1526.715146,-3.6585175,-1.9033242
1526.717582,-3.3193961,-2.0992135
1526.720018,-3.0263706,-2.2858582
1526.722455,-2.7493572,-2.4680972
1526.724891,-2.5058104,-2.6343761
1526.727328,-2.3111647,-2.8047586
1526.729764,-2.116642,-2.9733031
1526.732201,-1.9645913,-3.1237709
1526.734637,-1.8228955,-3.2786787
1526.737074,-1.7010561,-3.4077464
1526.73951,-1.6092081,-3.5272484
1526.741947,-1.5360181,-3.6392815
1526.744383,-1.4429716,-3.7045948
1526.74682,-1.3834534,-3.7924583
1526.749256,-1.3414591,-3.8455073
1526.751693,-1.3258025,-3.8942221
1526.754129,-1.30728,-3.9177627
1526.756566,-1.3098331,-3.9211554
1526.759002,-1.3032687,-3.9114031
1526.761439,-1.3284536,-3.8892863
1526.763875,-1.3676282,-3.8492084
1526.766312,-1.3972767,-3.7935391
1526.768748,-1.4488964,-3.7176519
1526.771184,-1.5299403,-3.6193516
1526.773621,-1.6218461,-3.5222431
1526.776057,-1.7182146,-3.4056365
1526.778494,-1.8350314,-3.2540377
1526.78093,-1.9643507,-3.1135251
1526.783367,-2.1389832,-2.9735912
1526.785803,-2.3296377,-2.809845
1526.78824,-2.5182919,-2.6396481
1526.790676,-2.746653,-2.4719687
1526.793113,-3.019229,-2.2878754
1526.795549,-3.3056367,-2.1083893
1526.797986,-3.6206111,-1.9153975
1526.800422,-3.9852008,-1.7347159
1526.802859,-4.3817223,-1.5722712
1526.805295,-4.8234631,-1.4021561
1526.807732,-5.3323495,-1.2428987
1526.810168,-5.8816762,-1.0895278
1526.812605,-6.4618819,-0.9441166
1526.815041,-7.116123,-0.815363
1526.817478,-7.848044,-0.7036299
1526.819914,-8.6193838,-0.6072112
1526.82235,-9.4466834,-0.5125391
1526.824787,-10.3256699,-0.4284293
1526.827223,-11.294922,-0.3568949
1526.82966,-12.3358827,-0.301726
1526.832096,-13.4251281,-0.2598381
1526.834533,-14.5790931,-0.2264621
1526.836969,-15.8489509,-0.1869378
1526.839406,-17.1577107,-0.155674
1526.841842,-18.5741298,-0.1329853
1526.844279,-20.0756624,-0.1099711
1526.846715,-21.6019638,-0.1071169
1526.849152,-23.2402373,-0.1032443
1526.851588,-24.9632342,-0.1031265
1526.854025,-26.9066067,-0.0991982
1526.856461,-28.8685413,-0.0958954
1526.858898,-30.8572818,-0.0860896
1526.861334,-32.7410897,-0.0811667
1526.863771,-34.6537302,-0.0731007
1526.866207,-36.672789,-0.0788941
1526.868644,-38.5522128,-0.078292
1526.87108,-39.7533555,-0.0787041
1526.873516,-40.4497759,-0.07794
1526.875953,-40.0313191,-0.0790481
1526.878389,-39.5655745,-0.0733946
1526.880826,-39.2496752,-0.0835454
1526.883262,-38.4674325,-0.0746889
1526.885699,-38.5186245,-0.0822776
1526.888135,-37.4954298,-0.0766725
1526.890572,-37.1173347,-0.0681452
1526.893008,-37.0263718,-0.0747663
1526.895445,-36.3693275,-0.0762362
1526.897881,-36.9916335,-0.0657457
1526.900318,-36.912226,-0.073938
1526.902754,-36.4635015,-0.0684067
1526.905191,-36.5909594,-0.0803775
1526.907627,-36.6162677,-0.0826666
1526.910064,-36.7161453,-0.0799267
1526.9125,-37.6358735,-0.0678646
1526.914937,-37.8876707,-0.0852836
1526.917373,-38.3663313,-0.0779062
1526.91981,-38.7961853,-0.08038
1526.922246,-39.0874005,-0.0820032
1526.924682,-38.5168865,-0.0773274
1526.927119,-38.2778727,-0.0765695
1526.929555,-38.9349121,-0.0853303
1526.931992,-38.0020871,-0.0849656
1526.934428,-38.0961449,-0.083876
1526.936865,-38.2050649,-0.0767406
1526.939301,-38.1120274,-0.072827
1526.941738,-37.9616394,-0.0819136
1526.944174,-38.0510314,-0.0767176
1526.946611,-38.1959376,-0.0743298
1526.949047,-38.6748315,-0.0720659
1526.951484,-39.8569129,-0.0833142
1526.95392,-40.3529325,-0.0750626
1526.956357,-40.8724791,-0.0784861
1526.958793,-42.2365674,-0.0867954
1526.96123,-44.2165659,-0.0872998
1526.963666,-46.237063,-0.0859738
1526.966103,-47.9484371,-0.0829095
1526.968539,-50.0327438,-0.0803794
1526.970976,-52.9233799,-0.0784577
1526.973412,-52.446692,-0.0810711
1526.975848,-50.0649107,-0.0859187
1526.978285,-48.2774232,-0.0803183
1526.980721,-44.6581019,-0.0757266
1526.983158,-43.0210421,-0.0673921
1526.985594,-41.9864486,-0.0719594
1526.988031,-40.2265485,-0.0687583
1526.990467,-39.370174,-0.0682489
1526.992904,-39.1491116,-0.0709392
1526.99534,-38.2832502,-0.0687062
1526.997777,-37.4774632,-0.0733684
1527.000213,-37.3524837,-0.0727052
1527.00265,-37.2259318,-0.0662379
1527.005086,-37.1980662,-0.0613836
1527.007523,-37.4987751,-0.0706984
1527.009959,-37.6981918,-0.0659872
1527.012396,-38.3862029,-0.0697902
1527.014832,-38.9614889,-0.0701076
1527.017269,-39.0269686,-0.071393
1527.019705,-39.556615,-0.0790429
1527.022142,-40.1454407,-0.0715758
1527.024578,-40.717727,-0.0643966
1527.027014,-41.6179117,-0.0634189
1527.029451,-42.1477562,-0.0590122
1527.031887,-42.7322569,-0.057459
1527.034324,-43.098112,-0.0607933
1527.03676,-44.0341309,-0.0691059
1527.039197,-45.3049132,-0.0679086
1527.041633,-46.2040532,-0.0587318
1527.04407,-47.0210246,-0.0607107
1527.046506,-47.6025998,-0.06472
1527.048943,-47.707613,-0.0667504
1527.051379,-48.2387901,-0.0589469
1527.053816,-48.2331462,-0.0642615
1527.056252,-47.9263019,-0.064574
1527.058689,-48.1101719,-0.0579647
1527.061125,-47.9667314,-0.0622251
1527.063562,-48.5624533,-0.0623141
1527.065998,-48.8922738,-0.0659951
1527.068435,-47.8673943,-0.063983
1527.070871,-47.2931244,-0.0632854
1527.073308,-45.0427198,-0.0627006
1527.075744,-45.0206763,-0.0636965
1527.07818,-44.5043456,-0.0603275
1527.080617,-44.0675585,-0.061892
1527.083053,-42.5216347,-0.0547669
1527.08549,-41.1565467,-0.060623
1527.087926,-41.1776329,-0.065389
1527.090363,-40.7145023,-0.0616366
1527.092799,-40.1621218,-0.0528136
1527.095236,-39.5753667,-0.0590935
1527.097672,-38.5391839,-0.0625732
1527.100109,-38.5783364,-0.0695901
1527.102545,-38.3385218,-0.0749923
1527.104982,-38.0369094,-0.0678545
1527.107418,-37.8231381,-0.0630298
1527.109855,-37.4962141,-0.057038
1527.112291,-37.6363666,-0.0624648
1527.114728,-38.2456679,-0.0635843
1527.117164,-38.2054104,-0.0656757
1527.119601,-38.2131018,-0.05411
1527.122037,-38.5321503,-0.0741904
1527.124474,-38.9730051,-0.0604569
1527.12691,-40.3515434,-0.0655879
1527.129346,-40.3437376,-0.0591419
1527.131783,-41.1489724,-0.0647944
1527.134219,-41.9114512,-0.0610231
1527.136656,-41.9061427,-0.0633403
1527.139092,-44.7073678,-0.0672468
1527.141529,-46.249844,-0.0708648
1527.143965,-46.6148156,-0.0660516
1527.146402,-49.0364471,-0.053744
1527.148838,-51.5789495,-0.0629687
1527.151275,-49.7016255,-0.0567088
1527.153711,-50.4046457,-0.0657367
1527.156148,-49.8288052,-0.0564608
1527.158584,-47.7999209,-0.0594154
1527.161021,-48.9737956,-0.0617012
1527.163457,-46.2003369,-0.0529112
1527.165894,-45.4639518,-0.0517565
1527.16833,-46.4692517,-0.0549566
1527.170767,-44.9276325,-0.0599041
1527.173203,-44.7770645,-0.0538325
1527.17564,-44.9538677,-0.0545678
1527.178076,-45.1498989,-0.050324
1527.180513,-44.3985386,-0.057449
1527.182949,-44.2907987,-0.0501493
1527.185385,-44.0847434,-0.0633591
1527.187822,-44.0751067,-0.0568869
1527.190258,-43.0383574,-0.0586534
1527.192695,-42.4296575,-0.0522833
1527.195131,-40.6547993,-0.0588779
1527.197568,-40.5116528,-0.0606496
1527.200004,-39.9178536,-0.0595998
1527.202441,-39.171993,-0.066572
1527.204877,-38.8001874,-0.0651393
1527.207314,-38.4527216,-0.0552088
1527.20975,-38.6365713,-0.0655451
1527.212187,-39.3258054,-0.0612107
1527.214623,-40.3039302,-0.0659469
1527.21706,-41.1516407,-0.0687405
1527.219496,-42.6293326,-0.0580096
1527.221933,-43.2027212,-0.0653288
1527.224369,-42.1199736,-0.0642957
