Wavelength (nm),Rx (dB),Tx (dB)
1526.048144,-49.4135435,-0.0179265
1526.050612,-51.1095356,-0.0190455
1526.053081,-49.5914287,-0.0088949
1526.055549,-49.1555863,-0.0102422
1526.058018,-49.3099626,-0.0143121
1526.060487,-48.6977028,-0.0045659
1526.062955,-49.7164371,-0.0167796
1526.065424,-50.2452369,-0.0174661
1526.067893,-49.5839935,-0.0173559
1526.070361,-49.7496786,-0.0166477
1526.07283,-50.2655883,-0.0181343
1526.075298,-49.3681405,-0.0250611
1526.077767,-49.1613806,-0.0207919
1526.080236,-49.527433,-0.0214138
1526.082704,-49.7961386,-0.0234563
1526.085173,-49.1698123,-0.0269698
1526.087642,-48.6263885,-0.023653
1526.09011,-49.767676,-0.0262675
1526.092579,-50.6472955,-0.0238119
1526.095048,-50.9144726,-0.0227937
1526.097516,-51.7446483,-0.0299878
1526.099985,-51.5261623,-0.0231906
1526.102453,-50.6666446,-0.0268773
1526.104922,-51.0113483,-0.0336606
1526.107391,-50.7497673,-0.0278308
1526.109859,-49.8627175,-0.0287083
1526.112328,-49.5651521,-0.029651
1526.114797,-48.6473109,-0.0313976
1526.117265,-50.1523882,-0.0129505
1526.119734,-47.1463531,-0.0326543
1526.122203,-47.3535834,-0.0321661
1526.124671,-45.9549413,-0.0267609
1526.12714,-47.2247543,-0.0258908
1526.129608,-48.1349398,-0.0283659
1526.132077,-45.9126009,-0.0258712
1526.134546,-46.6543041,-0.0314965
1526.137014,-46.4121759,-0.0204825
1526.139483,-47.0059945,-0.0257452
1526.141952,-46.4771892,-0.0270978
1526.14442,-46.3889591,-0.02484
1526.146889,-46.2095761,-0.0345888
1526.149358,-46.6630342,-0.0423124
1526.151826,-46.7714472,-0.0364
1526.154295,-46.744456,-0.0327433
1526.156763,-47.8605422,-0.0208505
1526.159232,-48.4744221,-0.0245638
1526.161701,-50.0502236,-0.0218627
1526.164169,-50.6564175,-0.0182969
1526.166638,-51.4387296,-0.0235678
1526.169107,-53.5512484,-0.0177881
1526.171575,-54.2963473,-0.0186377
1526.174044,-55.0882838,-0.0283424
1526.176513,-54.9879043,-0.0288198
1526.178981,-55.1670262,-0.0299645
1526.18145,-54.911592,-0.0355921
1526.183918,-54.1817064,-0.0240389
1526.186387,-53.4340909,-0.028719
1526.188856,-52.8864579,-0.0385202
1526.191324,-51.085106,-0.0272912
1526.193793,-51.3633195,-0.0270273
1526.196262,-49.4403902,-0.0254328
1526.19873,-47.9410726,-0.0209634
1526.201199,-47.8215775,-0.0309754
1526.203668,-46.202821,-0.0347526
1526.206136,-46.5367904,-0.032586
1526.208605,-46.191956,-0.0315173
1526.211073,-45.9461254,-0.0398513
1526.213542,-46.4859231,-0.0303208
1526.216011,-46.2359229,-0.0214571
1526.218479,-45.8033746,-0.0350392
1526.220948,-46.7368189,-0.0309149
1526.223417,-46.3384757,-0.0384268
1526.225885,-45.8304142,-0.0396061
1526.228354,-47.2121835,-0.0460834
1526.230822,-48.323494,-0.0359017
1526.233291,-48.5447779,-0.0278359
1526.23576,-50.5713231,-0.0394748
1526.238228,-49.0504925,-0.0425675
1526.240697,-50.1280837,-0.0432855
1526.243166,-50.8883407,-0.0480948
1526.245634,-51.5876486,-0.0430907
1526.248103,-52.4023819,-0.0411463
1526.250572,-53.2905397,-0.0474079
1526.25304,-52.7791369,-0.0450947
1526.255509,-52.8950645,-0.0568666
1526.257977,-51.7473111,-0.0564918
1526.260446,-53.3281864,-0.0509042
1526.262915,-51.9447722,-0.0487135
1526.265383,-51.3153188,-0.0478048
1526.267852,-51.2990787,-0.0495397
1526.270321,-50.8374991,-0.0524107
1526.272789,-50.9634689,-0.0509691
1526.275258,-49.832163,-0.0473185
1526.277727,-49.4680795,-0.0397076
1526.280195,-48.9848048,-0.0358547
1526.282664,-47.2491604,-0.0482319
1526.285132,-46.8228159,-0.0442184
1526.287601,-46.7229055,-0.0396411
1526.29007,-46.5469402,-0.0366882
1526.292538,-46.1103288,-0.049243
1526.295007,-45.576668,-0.0453627
1526.297476,-44.8296683,-0.0339893
1526.299944,-44.5313991,-0.0389696
1526.302413,-43.9294648,-0.0501936
1526.304882,-43.0611169,-0.0425982
1526.30735,-43.7358024,-0.041014
1526.309819,-43.6591362,-0.0435543
1526.312287,-43.0794585,-0.0419641
1526.314756,-43.461236,-0.0539113
1526.317225,-44.6638096,-0.0566829
1526.319693,-42.88879,-0.0289585
1526.322162,-43.2464282,-0.0496904
1526.324631,-43.5664974,-0.043211
1526.327099,-44.1321058,-0.0441165
1526.329568,-44.2314553,-0.0586931
1526.332037,-43.3197408,-0.0555399
1526.334505,-44.3906628,-0.0588655
1526.336974,-44.7976269,-0.0466907
1526.339442,-44.7838235,-0.0676803
1526.341911,-44.9358406,-0.0510002
1526.34438,-46.1438117,-0.050158
1526.346848,-46.1577128,-0.0409901
1526.349317,-46.0526361,-0.0492178
1526.351786,-46.1071399,-0.0520425
1526.354254,-46.3871847,-0.0539515
1526.356723,-47.2445487,-0.0560611
1526.359191,-46.7050584,-0.0609646
1526.36166,-47.3425409,-0.057467
1526.364129,-47.8027809,-0.0537045
1526.366597,-48.5045604,-0.0578274
1526.369066,-48.7125553,-0.0658479
1526.371535,-48.8448956,-0.0641007
1526.374003,-50.099755,-0.0563792
1526.376472,-50.3024022,-0.0492301
1526.378941,-50.1530277,-0.0558488
1526.381409,-49.5518607,-0.0637539
1526.383878,-48.9587083,-0.0635579
1526.386346,-48.4028702,-0.0609633
1526.388815,-48.7154936,-0.0523431
1526.391284,-48.5063367,-0.0613725
1526.393752,-48.3574009,-0.050107
1526.396221,-47.5377235,-0.054906
1526.39869,-47.6481806,-0.0652991
1526.401158,-46.8938849,-0.0519092
1526.403627,-47.2308458,-0.0549168
1526.406096,-46.3634125,-0.0613321
1526.408564,-45.3355159,-0.0607897
1526.411033,-46.4214087,-0.0498057
1526.413501,-46.4059851,-0.0747356
1526.41597,-46.394034,-0.0729402
1526.418439,-46.7462144,-0.0733725
1526.420907,-46.1140767,-0.0693042
1526.423376,-47.7749168,-0.0676905
1526.425845,-46.2700355,-0.0811271
1526.428313,-47.6618252,-0.0683437
1526.430782,-48.741272,-0.0697141
1526.433251,-49.7048343,-0.0624133
1526.435719,-49.6520475,-0.0687059
1526.438188,-50.983022,-0.0611894
1526.440656,-53.3290967,-0.0567758
1526.443125,-52.3243495,-0.0596775
1526.445594,-52.2459462,-0.0639844
1526.448062,-54.7647038,-0.0556455
1526.450531,-55.7106727,-0.0650977
1526.453,-55.6974587,-0.0606563
1526.455468,-53.8294151,-0.0576789
1526.457937,-53.8069087,-0.0657564
1526.460406,-53.3547587,-0.0642802
1526.462874,-53.4741026,-0.068666
1526.465343,-52.8412688,-0.0714617
1526.467811,-53.4391915,-0.0700048
1526.47028,-55.3400058,-0.0713948
1526.472749,-55.1640351,-0.0725703
1526.475217,-53.2060827,-0.0699197
1526.477686,-53.8957462,-0.0703519
1526.480155,-53.9178933,-0.075923
1526.482623,-55.0361676,-0.0787325
1526.485092,-55.1224695,-0.0843006
1526.487561,-53.6649794,-0.0801618
1526.490029,-55.2735122,-0.0784173
1526.492498,-54.3309824,-0.0790108
1526.494966,-54.4282319,-0.0831618
1526.497435,-55.7226352,-0.0736784
1526.499904,-53.5192152,-0.0791926
1526.502372,-53.8225129,-0.0764874
1526.504841,-51.5803928,-0.0911293
1526.50731,-50.3335286,-0.0809747
1526.509778,-49.0764311,-0.0894801
1526.512247,-50.0040628,-0.0755404
1526.514715,-48.6083695,-0.0928451
1526.517184,-48.5689766,-0.0866712
1526.519653,-48.3987329,-0.0871464
1526.522121,-48.6586019,-0.0988196
1526.52459,-46.3441863,-0.0879849
1526.527059,-47.5812108,-0.0829413
1526.529527,-46.2418227,-0.0859807
1526.531996,-45.4788102,-0.0934415
1526.534465,-46.0149958,-0.0815347
1526.536933,-45.8204725,-0.0817107
1526.539402,-44.6699162,-0.0789226
1526.54187,-44.4105784,-0.0838025
1526.544339,-44.3341989,-0.0901097
1526.546808,-43.4012304,-0.0935473
1526.549276,-43.3534753,-0.0876951
1526.551745,-43.4328315,-0.0909984
1526.554214,-43.9203031,-0.0905153
1526.556682,-43.9983618,-0.0881533
1526.559151,-43.836505,-0.0925244
1526.56162,-43.9537973,-0.0890983
1526.564088,-44.6866334,-0.100652
1526.566557,-45.3711481,-0.1021392
1526.569025,-44.9567277,-0.0912749
1526.571494,-44.5106206,-0.0867774
1526.573963,-44.9199645,-0.0881748
1526.576431,-46.2512423,-0.084016
1526.5789,-46.8656332,-0.0853418
1526.581369,-47.4651479,-0.088145
1526.583837,-47.0827236,-0.0928818
1526.586306,-48.4684057,-0.0882817
1526.588775,-48.3228904,-0.0938717
1526.591243,-48.3797985,-0.0916321
1526.593712,-47.9219757,-0.0881259
1526.59618,-47.5018684,-0.0791057
1526.598649,-46.686234,-0.0896916
1526.601118,-46.6597121,-0.0871624
1526.603586,-45.7402029,-0.0896636
1526.606055,-45.4783698,-0.0949003
1526.608524,-44.3004434,-0.094499
1526.610992,-43.805026,-0.0885043
1526.613461,-43.6681028,-0.0870724
1526.61593,-43.811023,-0.1003305
1526.618398,-44.091445,-0.0966906
1526.620867,-44.6319826,-0.1109036
1526.623335,-44.0243019,-0.1154651
1526.625804,-44.2115118,-0.097708
1526.628273,-44.6730502,-0.0957702
1526.630741,-45.4447666,-0.0954021
1526.63321,-45.9201684,-0.1095643
1526.635679,-47.3577818,-0.0925235
1526.638147,-47.6900378,-0.0937876
1526.640616,-48.8909647,-0.0929051
1526.643084,-49.8082318,-0.0958423
1526.645553,-51.4108485,-0.0987725
1526.648022,-49.8147387,-0.0926374
1526.65049,-48.8283209,-0.0915646
1526.652959,-47.4493242,-0.0977323
1526.655428,-45.8795391,-0.0912129
1526.657896,-45.004506,-0.0971026
1526.660365,-44.3731025,-0.1058544
1526.662834,-43.8468069,-0.0956659
1526.665302,-42.7975559,-0.0970605
1526.667771,-41.9731584,-0.0965004
1526.670239,-41.8974092,-0.089646
1526.672708,-41.7571545,-0.0947454
1526.675177,-41.8248818,-0.1009325
1526.677645,-42.0236541,-0.0963842
1526.680114,-41.9679529,-0.0935373
1526.682583,-41.3550676,-0.0942605
1526.685051,-41.0074724,-0.088881
1526.68752,-40.6703494,-0.0903314
1526.689989,-39.723192,-0.0957234
1526.692457,-39.2298915,-0.0996244
1526.694926,-37.9397478,-0.0915354
1526.697394,-37.0407875,-0.0752741
1526.699863,-35.8469655,-0.0923037
1526.702332,-35.4069577,-0.0929857
1526.7048,-34.9873873,-0.0865008
1526.707269,-34.3068879,-0.0828479
1526.709738,-34.186889,-0.0938056
1526.712206,-33.7704007,-0.0968327
1526.714675,-33.9002677,-0.0893044
1526.717144,-33.7345586,-0.0949974
1526.719612,-34.1975838,-0.0842202
1526.722081,-34.8260585,-0.0936592
1526.724549,-35.9225281,-0.1037304
1526.727018,-37.4110504,-0.0961217
1526.729487,-38.9722606,-0.0921416
1526.731955,-40.3532601,-0.0972095
1526.734424,-40.433256,-0.0852511
1526.736893,-38.1713392,-0.0833609
1526.739361,-34.9775153,-0.0777984
1526.74183,-31.9842595,-0.0849257
1526.744299,-29.5024993,-0.1038374
1526.746767,-27.5245229,-0.1033418
1526.749236,-25.659318,-0.1042037
1526.751704,-23.9033577,-0.1058444
1526.754173,-22.4005444,-0.1124314
1526.756642,-21.0748547,-0.1315631
1526.75911,-19.8314153,-0.1424943
1526.761579,-18.6102166,-0.1546447
1526.764048,-17.5585017,-0.1815152
1526.766516,-16.5918043,-0.2054693
1526.768985,-15.7314062,-0.2206275
1526.771454,-14.9173351,-0.2381044
1526.773922,-14.15935,-0.2749131
1526.776391,-13.4862888,-0.3035391
1526.778859,-12.8265424,-0.3369414
1526.781328,-12.2611273,-0.3819572
1526.783797,-11.7194288,-0.4102607
1526.786265,-11.2414933,-0.4421396
1526.788734,-10.7998159,-0.4872954
1526.791203,-10.4085236,-0.5371301
1526.793671,-10.0617118,-0.5709515
1526.79614,-9.711513,-0.6131533
1526.798608,-9.4353704,-0.6361325
1526.801077,-9.1691366,-0.6780944
1526.803546,-8.9363847,-0.7154426
1526.806014,-8.7349959,-0.735478
1526.808483,-8.5789274,-0.7727134
1526.810952,-8.4693213,-0.7808569
1526.81342,-8.3281497,-0.8042345
1526.815889,-8.2709418,-0.8293503
1526.818358,-8.2413792,-0.8035629
1526.820826,-8.1932955,-0.8408148
1526.823295,-8.2366822,-0.8180374
1526.825763,-8.2640809,-0.815445
1526.828232,-8.2832286,-0.8027769
1526.830701,-8.3534226,-0.7829089
1526.833169,-8.4770298,-0.7717114
1526.835638,-8.6212031,-0.7497405
1526.838107,-8.7449642,-0.7169112
1526.840575,-8.9267059,-0.693215
1526.843044,-9.1538443,-0.6561238
1526.845513,-9.3997428,-0.6172754
1526.847981,-9.6739285,-0.5786172
1526.85045,-9.9760539,-0.5393124
1526.852918,-10.315711,-0.5141701
1526.855387,-10.6841165,-0.4696647
1526.857856,-11.0760747,-0.4405405
1526.860324,-11.5045109,-0.416961
1526.862793,-11.9697891,-0.374363
1526.865262,-12.4874966,-0.337781
1526.86773,-13.0272211,-0.3093272
1526.870199,-13.6154646,-0.28641
1526.872668,-14.2500434,-0.2512982
1526.875136,-14.9240301,-0.2245366
1526.877605,-15.659187,-0.209137
1526.880073,-16.4136208,-0.1819145
1526.882542,-17.1698645,-0.1703583
1526.885011,-18.0219878,-0.1628684
1526.887479,-18.9103134,-0.1434277
1526.889948,-19.8611222,-0.1246868
1526.892417,-20.8104729,-0.118158
1526.894885,-21.9522915,-0.1052329
1526.897354,-23.060761,-0.0967362
1526.899823,-24.1908758,-0.0957423
1526.902291,-25.4456209,-0.0983345
1526.90476,-26.8994398,-0.0908372
1526.907228,-28.300738,-0.0772143
1526.909697,-29.6567054,-0.0766683
1526.912166,-31.2847063,-0.0802739
1526.914634,-32.9668567,-0.0779193
1526.917103,-34.5480201,-0.0744626
1526.919572,-36.2284576,-0.0823961
1526.92204,-38.0426434,-0.0795456
1526.924509,-40.4981608,-0.0642852
1526.926978,-42.8036237,-0.0817537
1526.929446,-44.6375684,-0.0760715
1526.931915,-47.4502929,-0.078428
1526.934383,-49.4119242,-0.0812659
1526.936852,-50.7695564,-0.0783091
1526.939321,-49.3150308,-0.0681115
1526.941789,-47.6720757,-0.0853155
1526.944258,-45.6037772,-0.0870718
1526.946727,-44.1847084,-0.0884126
1526.949195,-42.8937546,-0.080494
1526.951664,-41.8140934,-0.0771213
1526.954132,-40.493191,-0.077422
1526.956601,-40.4443882,-0.0726352
1526.95907,-40.0584749,-0.071318
1526.961538,-39.2897252,-0.0769515
1526.964007,-39.1762381,-0.0837648
1526.966476,-39.222941,-0.0834277
1526.968944,-39.1007348,-0.0693221
1526.971413,-39.1833385,-0.0672686
1526.973882,-39.3633922,-0.0793782
1526.97635,-39.6000965,-0.0800743
1526.978819,-39.8575745,-0.0722033
1526.981287,-40.2999343,-0.0777101
1526.983756,-40.1939917,-0.0791999
1526.986225,-41.1485383,-0.0807245
1526.988693,-41.3341859,-0.0745447
1526.991162,-41.886096,-0.0751828
1526.993631,-41.9381707,-0.0662969
1526.996099,-42.1553698,-0.0586935
1526.998568,-43.135788,-0.068714
1527.001037,-43.428184,-0.059953
1527.003505,-42.5918317,-0.0651069
1527.005974,-43.5341713,-0.0545982
1527.008442,-43.6490427,-0.072399
1527.010911,-43.3636278,-0.0691242
1527.01338,-43.0418955,-0.0636261
1527.015848,-42.9344005,-0.0587349
1527.018317,-42.9916005,-0.0558955
1527.020786,-44.0464934,-0.0572625
1527.023254,-44.2247078,-0.071516
1527.025723,-45.024863,-0.0565855
1527.028192,-45.9636709,-0.0732212
1527.03066,-46.7404697,-0.0530979
1527.033129,-47.2146862,-0.0565303
1527.035597,-49.2141377,-0.0582372
1527.038066,-50.4948599,-0.0662385
1527.040535,-52.9807363,-0.058332
1527.043003,-55.4889662,-0.0589334
1527.045472,-53.8109153,-0.0591679
1527.047941,-52.6017406,-0.0510089
1527.050409,-47.7968194,-0.0640321
1527.052878,-44.8670565,-0.0689589
1527.055347,-42.8226722,-0.0630597
1527.057815,-41.5716256,-0.0556807
1527.060284,-40.8404579,-0.0585982
1527.062752,-40.3314246,-0.0697574
1527.065221,-39.6778317,-0.0717581
1527.06769,-39.1941375,-0.0702738
1527.070158,-39.0844506,-0.0694497
1527.072627,-39.3808245,-0.0616494
1527.075096,-39.9294976,-0.069421
1527.077564,-40.6294303,-0.0742185
1527.080033,-41.2477232,-0.0700237
1527.082501,-42.067574,-0.0681803
1527.08497,-42.7372139,-0.0724753
1527.087439,-43.0784028,-0.0660775
1527.089907,-42.4828736,-0.0619977
1527.092376,-41.927035,-0.0679596
1527.094845,-40.2225445,-0.0800951
1527.097313,-39.584856,-0.0689014
1527.099782,-38.0797086,-0.0665812
1527.102251,-36.6017031,-0.0667019
1527.104719,-35.8643595,-0.0673733
1527.107188,-35.0341018,-0.0645092
1527.109656,-34.6671395,-0.0630884
1527.112125,-34.2691068,-0.0607853
1527.114594,-33.5573361,-0.0589891
1527.117062,-33.7923971,-0.0719148
1527.119531,-34.2377749,-0.0601844
1527.122,-34.5582053,-0.0598355
1527.124468,-35.1662412,-0.051142
1527.126937,-37.0480407,-0.0728747
1527.129406,-38.611206,-0.0702337
1527.131874,-40.129727,-0.0679412
1527.134343,-40.3606643,-0.060995
1527.136811,-37.7989049,-0.0782085
1527.13928,-34.5089442,-0.0726704
1527.141749,-31.475322,-0.0716905
1527.144217,-29.0503565,-0.0727784
1527.146686,-26.7180819,-0.0736823
1527.149155,-24.6792221,-0.0854442
1527.151623,-22.9104638,-0.0897557
1527.154092,-21.3925714,-0.0978765
1527.156561,-20.0172566,-0.1161449
1527.159029,-18.690041,-0.1319199
1527.161498,-17.5135694,-0.1448557
1527.163966,-16.4399465,-0.1660417
1527.166435,-15.4445458,-0.2001144
1527.168904,-14.5057024,-0.2362146
1527.171372,-13.6868735,-0.2644206
1527.173841,-12.944764,-0.293119
1527.17631,-12.2193735,-0.3338253
1527.178778,-11.561961,-0.3846812
1527.181247,-10.9706715,-0.4391166
1527.183716,-10.436011,-0.4904748
1527.186184,-9.9543485,-0.5468792
1527.188653,-9.5021719,-0.6041619
1527.191121,-9.0976037,-0.651711
1527.19359,-8.7403637,-0.704102
1527.196059,-8.4229467,-0.7510162
1527.198527,-8.1277017,-0.8134581
1527.200996,-7.8646755,-0.8480289
1527.203465,-7.642643,-0.896323
