Wavelength (nm),Rx (dB),Tx (dB)
1525.665024,-16.6570586,-0.1970758
1525.667461,-15.466774,-0.2379959
1525.669897,-14.3526085,-0.2313738
1525.672334,-13.337873,-0.2776142
1525.67477,-12.4003201,-0.3112694
1525.677207,-11.5100331,-0.3676773
1525.679643,-10.7232906,-0.4008227
1525.68208,-9.970545,-0.4951289
1525.684516,-9.3063626,-0.5496532
1525.686952,-8.6958497,-0.6281548
1525.689389,-8.0917807,-0.68571
1525.691825,-7.5380145,-0.7706874
1525.694262,-7.1099974,-0.8430323
1525.696698,-6.6820674,-0.9389495
1525.699135,-6.2717875,-1.0067299
1525.701571,-5.9414524,-1.1170591
1525.704008,-5.607803,-1.172855
1525.706444,-5.3005731,-1.2624793
1525.708881,-5.0564388,-1.3300382
1525.711317,-4.8467491,-1.4371247
1525.713754,-4.6346694,-1.4864467
1525.71619,-4.4867739,-1.5483782
1525.718627,-4.340325,-1.596352
1525.721063,-4.2094671,-1.67923
1525.7235,-4.1332624,-1.6948891
1525.725936,-4.062151,-1.7406622
1525.728373,-4.0002727,-1.755289
1525.730809,-3.988055,-1.7785423
1525.733246,-3.9469642,-1.7641587
1525.735682,-3.9575493,-1.7777972
1525.738118,-3.9761637,-1.7524298
1525.740555,-4.0402727,-1.7387413
1525.742991,-4.1195515,-1.7004587
1525.745428,-4.1992979,-1.6634146
1525.747864,-4.2955383,-1.5961895
1525.750301,-4.4295189,-1.542567
1525.752737,-4.6158308,-1.473161
1525.755174,-4.8117977,-1.4255348
1525.75761,-5.0300742,-1.3452874
1525.760047,-5.2646084,-1.2594823
1525.762483,-5.5200966,-1.1663818
1525.76492,-5.8270133,-1.0828885
1525.767356,-6.1565439,-1.0058623
1525.769793,-6.5194639,-0.9342035
1525.772229,-6.9200221,-0.8517541
1525.774666,-7.3505607,-0.7718961
1525.777102,-7.8155776,-0.7028823
1525.779539,-8.3402299,-0.6319492
1525.781975,-8.9026173,-0.5579569
1525.784412,-9.5120802,-0.4818241
1525.786848,-10.1761383,-0.4150166
1525.789284,-10.8763664,-0.3684296
1525.791721,-11.6286435,-0.3255342
1525.794157,-12.4426211,-0.2893738
1525.796594,-13.3183808,-0.2489236
1525.79903,-14.2309943,-0.2103257
1525.801467,-15.2243386,-0.1837847
1525.803903,-16.2916661,-0.159906
1525.80634,-17.4055081,-0.1374432
1525.808776,-18.6058888,-0.1227896
1525.811213,-19.8047323,-0.1159174
1525.813649,-21.0994261,-0.0951935
1525.816086,-22.4827932,-0.0861117
1525.818522,-23.925638,-0.0902271
1525.820959,-25.4221763,-0.0881557
1525.823395,-27.0495686,-0.0795742
1525.825832,-28.8588955,-0.0784185
1525.828268,-30.6368884,-0.0787084
1525.830705,-32.5794908,-0.0748448
1525.833141,-34.5925236,-0.0630786
1525.835578,-36.1207294,-0.067772
1525.838014,-37.3554131,-0.0793249
1525.840451,-38.8789084,-0.0733973
1525.842887,-39.7673557,-0.0626011
1525.845323,-39.9072194,-0.059371
1525.84776,-39.2359703,-0.0600756
1525.850196,-38.9625836,-0.0584245
1525.852633,-39.1863229,-0.0676819
1525.855069,-38.190858,-0.0660442
1525.857506,-38.0406211,-0.0736123
1525.859942,-37.1563451,-0.0760233
1525.862379,-36.9699852,-0.0677485
1525.864815,-36.539542,-0.0569048
1525.867252,-36.0445743,-0.0670683
1525.869688,-35.8370766,-0.062746
1525.872125,-35.9829564,-0.0716863
1525.874561,-36.3130016,-0.0635245
1525.876998,-36.4652167,-0.0651221
1525.879434,-36.6270605,-0.0704667
1525.881871,-37.1963338,-0.0730484
1525.884307,-38.0778714,-0.0518538
1525.886744,-38.3428246,-0.0615028
1525.88918,-39.6112002,-0.0440156
1525.891617,-40.4906242,-0.0410998
1525.894053,-40.8032438,-0.0449846
1525.896489,-42.0883078,-0.0561454
1525.898926,-43.4486243,-0.0518834
1525.901362,-44.3958366,-0.0696247
1525.903799,-44.276239,-0.0547442
1525.906235,-43.7078407,-0.043179
1525.908672,-43.8256422,-0.0512939
1525.911108,-43.5202021,-0.054811
1525.913545,-43.0916912,-0.0386978
1525.915981,-42.2385658,-0.0520158
1525.918418,-42.2126534,-0.0557344
1525.920854,-41.7663565,-0.057893
1525.923291,-41.4235306,-0.0436117
1525.925727,-41.8708935,-0.0500043
1525.928164,-42.2098547,-0.042081
1525.9306,-41.2973026,-0.04492
1525.933037,-42.2822648,-0.0522881
1525.935473,-43.6224079,-0.0440148
1525.93791,-44.1852409,-0.0455248
1525.940346,-45.895478,-0.0435951
1525.942783,-47.64296,-0.0341666
1525.945219,-50.1021811,-0.0435222
1525.947655,-53.2452403,-0.0377884
1525.950092,-52.4250489,-0.0271285
1525.952528,-49.2012887,-0.0324915
1525.954965,-47.8656249,-0.0382425
1525.957401,-45.2888346,-0.0230754
1525.959838,-43.5837396,-0.0391309
1525.962274,-42.8839581,-0.0341118
1525.964711,-42.0555554,-0.0345618
1525.967147,-41.407652,-0.0369188
1525.969584,-40.1480564,-0.0351789
1525.97202,-39.5266322,-0.0280391
1525.974457,-39.0349778,-0.0238034
1525.976893,-38.7446578,-0.0292834
1525.97933,-38.7499708,-0.0273351
1525.981766,-38.5088556,-0.0225165
1525.984203,-38.3123125,-0.025004
1525.986639,-38.7156329,-0.0276437
1525.989076,-39.2732027,-0.0309159
1525.991512,-39.9226788,-0.0307024
1525.993949,-40.1409938,-0.0273066
1525.996385,-41.0982891,-0.0292224
1525.998821,-41.9670565,-0.0215285
1526.001258,-42.3310698,-0.0221784
1526.003694,-43.772914,-0.025535
1526.006131,-45.0277996,-0.0294377
1526.008567,-46.4870527,-0.0290879
1526.011004,-48.4248594,-0.0254093
1526.01344,-50.9531685,-0.0267762
1526.015877,-52.1670794,-0.0251876
1526.018313,-52.9690798,-0.021193
1526.02075,-53.1010214,-0.0241493
1526.023186,-52.4267728,-0.0186294
1526.025623,-51.4135691,-0.0185241
1526.028059,-49.9376541,-0.0201731
1526.030496,-48.9219939,-0.0212277
1526.032932,-48.2561337,-0.0293517
1526.035369,-47.8257433,-0.0244133
1526.037805,-47.4065839,-0.017994
1526.040242,-45.917336,-0.0181999
1526.042678,-45.9268274,-0.0155052
1526.045115,-45.1895094,-0.0196223
1526.047551,-44.7981115,-0.0146875
1526.049987,-43.7714576,-0.0141938
1526.052424,-43.7027712,-0.021819
1526.05486,-43.1986658,-0.0224875
1526.057297,-42.4514802,-0.0293805
1526.059733,-41.0269926,-0.0304203
1526.06217,-40.5517806,-0.0189103
1526.064606,-39.7362441,-0.0342112
1526.067043,-39.3331661,-0.0165042
1526.069479,-39.5285919,-0.0243645
1526.071916,-38.6056951,-0.0210223
1526.074352,-38.1879231,-0.0147572
1526.076789,-38.4761333,-0.0282766
1526.079225,-38.551178,-0.0341813
1526.081662,-38.2654721,-0.0251161
1526.084098,-38.5860975,-0.0313049
1526.086535,-38.8607184,-0.0298515
1526.088971,-39.0188441,-0.0260273
1526.091408,-40.0303568,-0.0358088
1526.093844,-41.165767,-0.0214316
1526.096281,-41.944654,-0.0262544
1526.098717,-42.9947317,-0.0234115
1526.101153,-45.2590382,-0.0165136
1526.10359,-45.9781,-0.018911
1526.106026,-48.7198309,-0.0201269
1526.108463,-50.7623177,-0.0249312
1526.110899,-51.2496609,-0.0179411
1526.113336,-51.082042,-0.0198369
1526.115772,-49.6253824,-0.0295822
1526.118209,-46.9165887,-0.0136189
1526.120645,-44.1409809,-0.0198964
1526.123082,-43.075165,-0.0207853
1526.125518,-41.3452755,-0.0187624
1526.127955,-40.4654624,-0.0231481
1526.130391,-40.1981082,-0.026076
1526.132828,-39.9627775,-0.0135092
1526.135264,-38.9963717,-0.0034634
1526.137701,-39.0435111,-0.0067267
1526.140137,-38.9887739,-0.0305418
1526.142574,-38.700059,-0.0311385
1526.14501,-38.3642011,-0.0046788
1526.147447,-38.7544003,-0.0139336
1526.149883,-38.8042955,-0.0185517
1526.152319,-38.339806,-0.0173542
1526.154756,-38.010557,-0.0132909
1526.157192,-38.2436018,-0.0167044
1526.159629,-37.5638439,-0.0189511
1526.162065,-36.7463905,-0.0239478
1526.164502,-36.239579,-0.0172529
1526.166938,-35.7497349,-0.0165181
1526.169375,-35.4236427,-0.0261269
1526.171811,-34.9946811,-0.0252432
1526.174248,-34.8603932,-0.0218725
1526.176684,-34.6509684,-0.0248793
1526.179121,-34.8499828,-0.0207508
1526.181557,-35.1133611,-0.0293736
1526.183994,-35.7366901,-0.0280862
1526.18643,-37.0684354,-0.0220019
1526.188867,-38.9916638,-0.0244953
1526.191303,-42.0404248,-0.0207951
1526.19374,-47.456383,-0.0141028
1526.196176,-48.5958371,-0.0175251
1526.198613,-42.4625627,-0.016456
1526.201049,-36.4889526,-0.0112766
1526.203485,-32.6846588,-0.0254915
1526.205922,-29.7456749,-0.0343855
1526.208358,-27.3751047,-0.0271249
1526.210795,-25.298961,-0.0362345
1526.213231,-23.4915466,-0.0405226
1526.215668,-21.8968119,-0.0425073
1526.218104,-20.458739,-0.0598635
1526.220541,-19.1267559,-0.071847
1526.222977,-17.9212246,-0.0794682
1526.225414,-16.8464173,-0.1000542
1526.22785,-15.8367019,-0.1153792
1526.230287,-14.9067982,-0.1364549
1526.232723,-14.0306703,-0.1571132
1526.23516,-13.2265569,-0.187816
1526.237596,-12.4788491,-0.218583
1526.240033,-11.7871232,-0.2645044
1526.242469,-11.1514856,-0.2957458
1526.244906,-10.5583254,-0.3382646
1526.247342,-10.0166796,-0.3750583
1526.249779,-9.5187212,-0.4130911
1526.252215,-9.0572779,-0.4528769
1526.254651,-8.6717797,-0.5080775
1526.257088,-8.3005128,-0.5557981
1526.259524,-7.964409,-0.6006315
1526.261961,-7.6598076,-0.632201
1526.264397,-7.4108544,-0.6881543
1526.266834,-7.177312,-0.7133922
1526.26927,-6.9585453,-0.75515
1526.271707,-6.7774973,-0.7886077
1526.274143,-6.624624,-0.8181783
1526.27658,-6.5127296,-0.845717
1526.279016,-6.3834076,-0.8597837
1526.281453,-6.3347698,-0.8813707
1526.283889,-6.290823,-0.8887416
1526.286326,-6.2696718,-0.8982297
1526.288762,-6.2867006,-0.8955918
1526.291199,-6.2848854,-0.8937622
1526.293635,-6.3099103,-0.8877196
1526.296072,-6.4133883,-0.8649444
1526.298508,-6.5232137,-0.8416808
1526.300945,-6.6598277,-0.8110756
1526.303381,-6.8150386,-0.7882433
1526.305817,-6.9889104,-0.7586902
1526.308254,-7.1943631,-0.7250544
1526.31069,-7.4228821,-0.6959195
1526.313127,-7.6923367,-0.6667123
1526.315563,-7.9838338,-0.6064646
1526.318,-8.3257685,-0.5652664
1526.320436,-8.6705459,-0.5188115
1526.322873,-9.0710247,-0.4769791
1526.325309,-9.5021954,-0.4280219
1526.327746,-9.9646844,-0.3837141
1526.330182,-10.485437,-0.3437808
1526.332619,-11.005422,-0.3164507
1526.335055,-11.5838456,-0.2830591
1526.337492,-12.225973,-0.2489279
1526.339928,-12.8838023,-0.2148742
1526.342365,-13.607255,-0.1896084
1526.344801,-14.3618642,-0.1726019
1526.347238,-15.1660425,-0.1513031
1526.349674,-16.0303723,-0.1445205
1526.352111,-16.9297935,-0.1203847
1526.354547,-17.907764,-0.0998494
1526.356983,-18.9284026,-0.0904203
1526.35942,-19.9872361,-0.0757216
1526.361856,-21.0959229,-0.0728049
1526.364293,-22.3216561,-0.0709496
1526.366729,-23.5510804,-0.0603949
1526.369166,-24.8738083,-0.0564727
1526.371602,-26.3075701,-0.0502669
1526.374039,-27.8930425,-0.0548812
1526.376475,-29.3914899,-0.0525954
1526.378912,-30.955907,-0.0484544
1526.381348,-32.6911384,-0.0548444
1526.383785,-34.5647948,-0.0473988
1526.386221,-36.6347703,-0.0433234
1526.388658,-38.3011187,-0.0494384
1526.391094,-40.1073414,-0.0533001
1526.393531,-42.1867508,-0.0545408
1526.395967,-44.269745,-0.0539916
1526.398404,-45.9483241,-0.0571857
1526.40084,-46.1755713,-0.0567921
1526.403277,-45.8927855,-0.0542108
1526.405713,-46.265298,-0.0559724
1526.408149,-45.9747633,-0.0512336
1526.410586,-44.8949383,-0.0553315
1526.413022,-44.0860469,-0.0667096
1526.415459,-43.8350156,-0.0662708
1526.417895,-42.8435118,-0.0618639
1526.420332,-41.6249254,-0.0536945
1526.422768,-41.4625789,-0.0613608
1526.425205,-41.4837943,-0.056656
1526.427641,-41.0600171,-0.0573841
1526.430078,-40.5241894,-0.0621235
1526.432514,-40.2807105,-0.0649449
1526.434951,-40.7164667,-0.0593161
1526.437387,-40.365358,-0.0509934
1526.439824,-40.1193972,-0.0515796
1526.44226,-40.2945459,-0.0679769
1526.444697,-40.8163194,-0.0605407
1526.447133,-40.7277716,-0.0503525
1526.44957,-41.2936196,-0.0600641
1526.452006,-41.2832598,-0.0607261
1526.454443,-42.2499966,-0.0578594
1526.456879,-42.3867322,-0.0621809
1526.459315,-42.5241017,-0.0554273
1526.461752,-44.0245009,-0.0423817
1526.464188,-43.7734361,-0.0612881
1526.466625,-45.1845348,-0.0774932
1526.469061,-48.2388564,-0.0638622
1526.471498,-47.4500014,-0.0728767
1526.473934,-51.9016336,-0.0510337
1526.476371,-51.9189112,-0.0563039
1526.478807,-52.6654002,-0.0512215
1526.481244,-53.3769055,-0.0679005
1526.48368,-53.8409694,-0.0624215
1526.486117,-50.0312515,-0.0568962
1526.488553,-46.9552249,-0.0749315
1526.49099,-46.6250365,-0.0645661
1526.493426,-45.1441076,-0.0729876
1526.495863,-42.8059122,-0.0551136
1526.498299,-41.6576054,-0.073417
1526.500736,-40.7983932,-0.0701823
1526.503172,-39.0087307,-0.0747107
1526.505609,-40.0362336,-0.0705452
1526.508045,-38.5199794,-0.0706522
1526.510482,-37.2129112,-0.0761579
1526.512918,-37.8600775,-0.0720272
1526.515354,-37.6506122,-0.0659976
1526.517791,-36.7090548,-0.0672478
1526.520227,-36.7120247,-0.0800841
1526.522664,-36.4221302,-0.0795528
1526.5251,-35.9351166,-0.0787547
1526.527537,-35.9639775,-0.0848888
1526.529973,-35.4828315,-0.0866765
1526.53241,-35.3617204,-0.0919332
1526.534846,-35.1193844,-0.0813348
1526.537283,-35.3870371,-0.0670339
1526.539719,-35.0530169,-0.0803786
1526.542156,-34.9429435,-0.0744474
1526.544592,-35.2106165,-0.0846987
1526.547029,-35.4611566,-0.0801984
1526.549465,-35.4919269,-0.0952861
1526.551902,-35.4620029,-0.0917038
1526.554338,-35.8076614,-0.083015
1526.556775,-35.7456987,-0.0811227
1526.559211,-36.1493187,-0.0854653
1526.561648,-36.3215618,-0.0834228
1526.564084,-36.8282275,-0.0822256
1526.56652,-37.5843283,-0.0801825
1526.568957,-37.9770833,-0.0881489
1526.571393,-38.7519726,-0.0837851
1526.57383,-39.7084653,-0.0804327
1526.576266,-40.6098849,-0.090165
1526.578703,-41.6606431,-0.088308
1526.581139,-42.3718077,-0.091676
1526.583576,-43.2842003,-0.0960952
1526.586012,-44.0560016,-0.0912466
1526.588449,-44.8980746,-0.0785281
1526.590885,-45.5491876,-0.084452
1526.593322,-46.311518,-0.0939571
1526.595758,-46.6645538,-0.0892343
1526.598195,-46.3593804,-0.0887873
1526.600631,-46.1747657,-0.0961407
1526.603068,-46.7890048,-0.0852946
1526.605504,-46.5411364,-0.0698251
1526.607941,-46.3773416,-0.0759885
1526.610377,-46.9336245,-0.083047
1526.612814,-47.8521691,-0.0866865
1526.61525,-47.5374004,-0.0906875
1526.617686,-46.7473714,-0.09023
1526.620123,-45.740815,-0.0939758
1526.622559,-44.9296142,-0.0866305
1526.624996,-43.8710352,-0.0785437
1526.627432,-42.503045,-0.0949144
1526.629869,-41.1754849,-0.09792
1526.632305,-40.0709559,-0.0870414
1526.634742,-39.6948381,-0.0802374
1526.637178,-38.5121331,-0.0896043
1526.639615,-38.1230042,-0.0893556
1526.642051,-37.3261943,-0.0866137
1526.644488,-36.7627164,-0.0792293
1526.646924,-36.6187288,-0.0804716
1526.649361,-36.7226231,-0.0940622
1526.651797,-36.8382035,-0.0923709
1526.654234,-36.6400924,-0.0891407
1526.65667,-36.9523882,-0.0912568
1526.659107,-37.1856914,-0.0902386
1526.661543,-37.9307484,-0.0896204
1526.66398,-39.403369,-0.0791664
1526.666416,-39.708156,-0.0884989
1526.668852,-40.8397167,-0.0950698
1526.671289,-42.687365,-0.0934636
1526.673725,-45.9801159,-0.0830776
1526.676162,-48.7558411,-0.0929953
1526.678598,-53.6572892,-0.0825009
1526.681035,-55.1352676,-0.0851714
1526.683471,-50.1573371,-0.0949727
1526.685908,-48.588564,-0.0968652
1526.688344,-46.0025162,-0.0997509
1526.690781,-44.7923903,-0.0952223
1526.693217,-42.8370805,-0.0963609
1526.695654,-42.5390764,-0.0873785
1526.69809,-41.7760408,-0.0802393
1526.700527,-41.2843569,-0.1023208
1526.702963,-41.7256286,-0.0884886
1526.7054,-40.9239466,-0.0956733
1526.707836,-40.9626158,-0.1006716
1526.710273,-40.1295858,-0.0845315
1526.712709,-39.8417545,-0.0805129
1526.715146,-38.7566329,-0.0885493
1526.717582,-37.3466827,-0.0815687
1526.720018,-36.42052,-0.0794627
1526.722455,-35.5782746,-0.1044452
1526.724891,-34.6351327,-0.0878462
1526.727328,-33.8475303,-0.0859041
1526.729764,-33.0709756,-0.0848724
1526.732201,-32.7305869,-0.0997781
1526.734637,-32.739895,-0.088553
1526.737074,-32.7235656,-0.0900344
1526.73951,-33.4752842,-0.0710647
1526.741947,-34.7964987,-0.0902351
1526.744383,-36.7460445,-0.0831208
1526.74682,-41.0543302,-0.0891348
1526.749256,-44.986734,-0.0874634
1526.751693,-40.0964296,-0.080969
1526.754129,-33.9220592,-0.0816498
1526.756566,-29.5212534,-0.0936167
1526.759002,-25.9529308,-0.0984604
1526.761439,-23.1857393,-0.1023763
1526.763875,-20.9637106,-0.1148315
1526.766312,-18.9799994,-0.1216767
1526.768748,-17.2193569,-0.1396832
1526.771184,-15.6055877,-0.1753711
1526.773621,-14.1514577,-0.2157613
1526.776057,-12.8546334,-0.2688403
1526.778494,-11.6433265,-0.318434
1526.78093,-10.5231728,-0.3872778
1526.783367,-9.5286502,-0.4642469
1526.785803,-8.6156178,-0.5769194
1526.78824,-7.7616378,-0.6948155
1526.790676,-7.009008,-0.8221947
1526.793113,-6.3337511,-0.9629988
1526.795549,-5.705543,-1.0959515
1526.797986,-5.149483,-1.258902
1526.800422,-4.635101,-1.4449028
1526.802859,-4.1729269,-1.6327636
1526.805295,-3.7715927,-1.8145075
1526.807732,-3.427412,-1.9991986
1526.810168,-3.1133052,-2.1849527
1526.812605,-2.8132621,-2.3759484
1526.815041,-2.5505549,-2.5588885
1526.817478,-2.334622,-2.7361158
1526.819914,-2.1534233,-2.8959548
1526.82235,-1.9848004,-3.0546736
1526.824787,-1.8370281,-3.2090007
1526.827223,-1.7115761,-3.3441652
1526.82966,-1.6004267,-3.4731536
1526.832096,-1.5127838,-3.5868447
1526.834533,-1.4367692,-3.692861
1526.836969,-1.3600018,-3.7667518
1526.839406,-1.3258278,-3.8314538
1526.841842,-1.2973574,-3.886753
1526.844279,-1.2613221,-3.9075311
1526.846715,-1.263169,-3.9241368
1526.849152,-1.2517332,-3.935954
1526.851588,-1.2619581,-3.916879
1526.854025,-1.2907351,-3.8851877
1526.856461,-1.3243031,-3.8355067
1526.858898,-1.3771325,-3.7653196
1526.861334,-1.440209,-3.6800463
1526.863771,-1.5111239,-3.5767976
1526.866207,-1.6056635,-3.4615912
1526.868644,-1.7107199,-3.3438998
1526.87108,-1.8470216,-3.2062967
1526.873516,-2.0103018,-3.0440001
1526.875953,-2.1676405,-2.8973521
1526.878389,-2.3479278,-2.7331676
1526.880826,-2.6004353,-2.5627738
1526.883262,-2.8278526,-2.394859
1526.885699,-3.0922423,-2.2091615
1526.888135,-3.3866075,-2.0298871
1526.890572,-3.7142301,-1.8506212
1526.893008,-4.1049453,-1.6700338
1526.895445,-4.5176054,-1.503328
1526.897881,-4.9710445,-1.3290802
1526.900318,-5.5188494,-1.1765491
1526.902754,-6.0633416,-1.0277088
1526.905191,-6.6542786,-0.8897231
1526.907627,-7.3127138,-0.784922
1526.910064,-8.0417982,-0.6521168
1526.9125,-8.8284303,-0.555831
1526.914937,-9.6253757,-0.4903642
1526.917373,-10.5333389,-0.3963444
1526.91981,-11.5037516,-0.3427039
1526.922246,-12.5233201,-0.2673757
1526.924682,-13.5318989,-0.236204
1526.927119,-14.6936957,-0.1957122
1526.929555,-15.9153547,-0.1798906
1526.931992,-17.1552559,-0.1505892
1526.934428,-18.5091595,-0.1224989
1526.936865,-19.8409833,-0.1118608
1526.939301,-21.2912767,-0.1044049
1526.941738,-22.7512402,-0.1047022
1526.944174,-24.2709801,-0.0837531
1526.946611,-25.798115,-0.0844385
1526.949047,-27.3803658,-0.0871075
1526.951484,-28.8005679,-0.080653
1526.95392,-29.9561941,-0.0859764
1526.956357,-31.1277224,-0.0815878
1526.958793,-31.8322125,-0.0713086
1526.96123,-32.4696383,-0.0776079
1526.963666,-32.9334113,-0.0809943
1526.966103,-32.9533162,-0.0727218
1526.968539,-32.9338764,-0.0669261
1526.970976,-32.9436536,-0.0663726
1526.973412,-32.939472,-0.054676
1526.975848,-32.7451321,-0.0651866
1526.978285,-32.7447209,-0.0702735
1526.980721,-32.470077,-0.0636263
1526.983158,-32.4831172,-0.0692023
1526.985594,-32.6583259,-0.0705525
1526.988031,-32.8959938,-0.0614671
1526.990467,-33.0042972,-0.0641171
1526.992904,-33.1294932,-0.0640744
1526.99534,-33.301007,-0.0650446
1526.997777,-33.6124819,-0.0622684
1527.000213,-33.9909131,-0.0683933
1527.00265,-34.4980862,-0.0719438
1527.005086,-34.6888439,-0.0709559
1527.007523,-34.9761042,-0.0612534
1527.009959,-35.325307,-0.0508152
1527.012396,-35.9543968,-0.0552147
1527.014832,-36.1839847,-0.0516076
1527.017269,-35.923653,-0.0574023
1527.019705,-35.8229187,-0.0578359
1527.022142,-35.566408,-0.0555002
1527.024578,-35.3659446,-0.0525935
1527.027014,-35.3877116,-0.0508166
1527.029451,-35.3465044,-0.0604363
1527.031887,-35.2482583,-0.0603164
1527.034324,-35.3419577,-0.0555116
1527.03676,-35.5738482,-0.0555002
1527.039197,-36.1417798,-0.0612085
1527.041633,-36.7464066,-0.0599838
1527.04407,-37.3152137,-0.0562897
1527.046506,-38.0565403,-0.058745
1527.048943,-38.9443902,-0.0629859
1527.051379,-40.0675319,-0.060056
1527.053816,-41.0949215,-0.0490807
1527.056252,-43.678383,-0.0625226
1527.058689,-46.5199243,-0.0606178
1527.061125,-47.3770506,-0.0528889
1527.063562,-48.4681732,-0.0541345
1527.065998,-47.4358843,-0.0502757
1527.068435,-45.4532355,-0.0457652
1527.070871,-44.3409426,-0.0486732
1527.073308,-42.5821185,-0.0534511
1527.075744,-40.7191815,-0.0647037
1527.07818,-39.289689,-0.074152
1527.080617,-38.4191048,-0.0680511
1527.083053,-37.7410833,-0.0555582
1527.08549,-36.9532914,-0.0557243
1527.087926,-36.7905113,-0.0549001
1527.090363,-36.0780705,-0.0587146
1527.092799,-35.9041441,-0.0725348
1527.095236,-35.7447927,-0.0610975
1527.097672,-35.3015753,-0.0545418
1527.100109,-35.357537,-0.0537802
1527.102545,-35.6713043,-0.0570639
1527.104982,-35.5125992,-0.0629646
1527.107418,-35.7501266,-0.0506401
1527.109855,-35.9434376,-0.0516315
1527.112291,-36.3007441,-0.0513621
1527.114728,-36.6540163,-0.0663638
1527.117164,-37.1051698,-0.052546
1527.119601,-37.5290952,-0.0425876
1527.122037,-37.9002528,-0.0447087
1527.124474,-38.6131162,-0.0591988
1527.12691,-39.656663,-0.0570599
1527.129346,-39.5554783,-0.0441633
1527.131783,-40.1879342,-0.0551672
1527.134219,-40.8458875,-0.0443302
1527.136656,-41.0601644,-0.0722809
1527.139092,-41.4735999,-0.0469602
1527.141529,-42.1756837,-0.0442633
1527.143965,-43.2961023,-0.0289633
1527.146402,-43.5641545,-0.0502743
1527.148838,-44.2777709,-0.0426117
1527.151275,-44.5038868,-0.0417037
1527.153711,-44.2284967,-0.0483899
1527.156148,-45.0105319,-0.0584081
1527.158584,-45.680441,-0.0405087
1527.161021,-45.6692068,-0.0475088
1527.163457,-44.4110333,-0.0520667
1527.165894,-44.0651828,-0.0497059
1527.16833,-42.9866132,-0.0427769
1527.170767,-42.1472298,-0.0373664
1527.173203,-41.759069,-0.0435473
1527.17564,-42.0409768,-0.0409173
1527.178076,-41.4585919,-0.0416444
1527.180513,-40.3098302,-0.0558387
1527.182949,-40.7623606,-0.0464695
1527.185385,-40.2577484,-0.0453429
1527.187822,-40.4878549,-0.0531789
1527.190258,-39.7841733,-0.0433725
1527.192695,-39.9513542,-0.0463381
1527.195131,-39.3944277,-0.0542628
1527.197568,-39.1826748,-0.045565
1527.200004,-39.5663126,-0.0512598
1527.202441,-40.2823124,-0.0477572
1527.204877,-40.4938371,-0.0496298
1527.207314,-40.8136496,-0.0557461
1527.20975,-41.6003788,-0.0511436
1527.212187,-42.4495625,-0.0546229
1527.214623,-43.1220428,-0.0579393
1527.21706,-44.5662687,-0.0440577
1527.219496,-46.2041627,-0.0481571
1527.221933,-46.8373184,-0.053071
1527.224369,-49.143582,-0.0552061
